"","SMAS_ID","COMID","YEAR","LAT","LONG","NOTES","MILES","BASIN","RECENT_SAMPLE_DATE","PREVIOUS_SAMPLE_DATE_1","PREVIOUS_SAMPLE_DATE_2","PREVIOUS_SAMPLE_DATE_3","PREVIOUS_SAMPLE_DATE_4","PREVIOUS_SAMPLE_DATE_5","PREVIOUS_SAMPLE_DATE_6","PREVIOUS_SAMPLE_DATE_7","X17","X1","wgt","adj_wgt","start","end","matching"
"167","06-GREA_W-1.1",8085459,2018,42.588448,-75.406755,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,743,559.609903,1641.6137854918,"2018","2022","06-GREA_W-1.1_8085459_2018_2018"
"168","06-HAIT-0.1",9421935,2018,42.673777,-76.075092,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,733,559.609903,1641.6137854918,"2018","2022","06-HAIT-0.1_9421935_2018_2018"
"169","06-HAWL-1.9",9420381,2018,42.655247,-75.6238,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,735,559.609903,1641.6137854918,"2018","2022","06-HAWL-1.9_9420381_2018_2018"
"170","06-MDUF-2.7",8102745,2018,42.253636,-76.583934,NA,0,NA,"8/8/2018",NA,NA,NA,NA,NA,NA,NA,NA,725,559.609903,1641.6137854918,"2018","2022","06-MDUF-2.7_8102745_2018_2018"
"171","06-MUDO-1.3",9420567,2018,42.594098,-75.875166,NA,0,NA,"8/8/2018",NA,NA,NA,NA,NA,NA,NA,NA,740,427.186066,1216.7417888506,"2018","2022","06-MUDO-1.3_9420567_2018_2018"
"172","06-NANG_T26-1.3",9423355,2018,42.335531,-75.77861,NA,0,NA,"8/8/2018",NA,NA,NA,NA,NA,NA,NA,NA,724,1839.429001,8422.54281835241,"2018","2022","06-NANG_T26-1.3_9423355_2018_2018"
"173","06-NING_T4-1.2",9420301,2018,42.661137,-75.983401,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,728,559.609903,1641.6137854918,"2018","2022","06-NING_T4-1.2_9420301_2018_2018"
"174","06-NVUS_T28-3.5",8083777,2018,42.653764,-74.692196,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,737,559.609903,1641.6137854918,"2018","2022","06-NVUS_T28-3.5_8083777_2018_2018"
"175","06-NVUS-6.4",8084197,2018,42.524226,-74.898842,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,722,442.46183,1674.97840478181,"2018","2022","06-NVUS-6.4_8084197_2018_2018"
"176","06-OTGO_W-3.5",8085397,2018,42.62412,-75.080234,NA,0.44,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,742,427.186066,1216.7417888506,"2018","2022","06-OTGO_W-3.5_8085397_2018_2018"
"177","06-PLES-4.7",9420219,2018,42.693653,-75.602641,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,723,427.186066,1216.7417888506,"2018","2022","06-PLES-4.7_9420219_2018_2018"
"178","06-YALE-3.4",8086793,2018,42.33762,-75.479988,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,727,427.186066,1216.7417888506,"2018","2022","06-YALE-3.4_8086793_2018_2018"
"179","10-ALDE_T15-0.6",9524279,2018,44.498208,-74.008785,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,339,543.480097,2488.53551043084,"2018","2022","10-ALDE_T15-0.6_9524279_2018_2018"
"180","10-BOQT-10.8",9528305,2018,44.264529,-73.40121,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,349,154.322491,439.552313860399,"2018","2022","10-BOQT-10.8_9528305_2018_2018"
"181","10-GRAV-2.2",9521329,2018,44.897525,-73.756883,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,328,178.93402,524.90235135361,"2018","2022","10-GRAV-2.2_9521329_2018_2018"
"182","10-GULB-0.6",9528113,2018,44.25714,-73.782914,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,340,178.93402,524.90235135361,"2018","2022","10-GULB-0.6_9528113_2018_2018"
"183","10-HUDD-0.2",10312496,2018,43.537609,-73.668712,NA,0,NA,"7/19/2018",NA,NA,NA,NA,NA,NA,NA,NA,333,178.93402,524.90235135361,"2018","2022","10-HUDD-0.2_10312496_2018_2018"
"184","10-MILC-3.6",10311366,2018,44.060296,-73.500379,NA,0,NA,"7/19/2018",NA,NA,NA,NA,NA,NA,NA,NA,337,178.93402,524.90235135361,"2018","2022","10-MILC-3.6_10311366_2018_2018"
"185","10-NICO-1.0",9528115,2018,44.269447,-73.835122,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,341,543.480097,2488.53551043084,"2018","2022","10-NICO-1.0_9528115_2018_2018"
"186","10-PUTM-4.5",10312600,2018,43.94124,-73.473716,NA,0,NA,"7/19/2018",NA,NA,NA,NA,NA,NA,NA,NA,348,154.322491,439.552313860399,"2018","2022","10-PUTM-4.5_10312600_2018_2018"
"187","10-ROCY-0.1",9528019,2018,44.371186,-73.716192,NA,0,NA,"7/18/2018","7/23/2008",NA,NA,NA,NA,NA,NA,NA,338,178.93402,524.90235135361,"2018","2022","10-ROCY-0.1_9528019_2018_2018"
"188","10-SABL-7.6",9527425,2018,44.504102,-73.481615,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,334,106.297647,402.399147524477,"2018","2022","10-SABL-7.6_9527425_2018_2018"
"189","10-TRAE-4.5",9521339,2018,44.855734,-73.489449,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,347,543.480097,2488.53551043084,"2018","2022","10-TRAE-4.5_9521339_2018_2018"
"190","10-TWOB-3.6",9524631,2018,44.412933,-74.110415,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,344,178.93402,524.90235135361,"2018","2022","10-TWOB-3.6_9524631_2018_2018"
"191","17-BRNX-17.3",6240361,2018,41.015682,-73.790146,NA,0,NA,"9/11/2018","9/12/2014",NA,NA,NA,NA,NA,NA,NA,68,41.563091,121.92518893514,"2018","2022","17-BRNX-17.3_6240361_2018_2018"
"192","17-MAMR_T12-0.7",6240225,2018,41.040879,-73.740421,NA,0.27,NA,"9/11/2018",NA,NA,NA,NA,NA,NA,NA,NA,61,36.079334,102.76372963836,"2018","2022","17-MAMR_T12-0.7_6240225_2018_2018"
"193","17-MAMR-6.7",6240357,2018,41.0178,-73.7275,NA,0,NA,"9/11/2018","9/10/2008",NA,NA,NA,NA,NA,NA,NA,57,36.079334,102.76372963836,"2018","2022","17-MAMR-6.7_6240357_2018_2018"
"194","17-OROW-2.0",9499628,2018,40.751098,-73.228009,NA,0,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,56,200.153314,916.479981822432,"2018","2022","17-OROW-2.0_9499628_2018_2018"
"195","17-PECN-12.4",9496456,2018,40.881235,-72.810457,NA,0.15,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,70,41.563091,121.92518893514,"2018","2022","17-PECN-12.4_9496456_2018_2018"
"196","17-SISO_T2-0.2",7732091,2018,41.201647,-73.529464,NA,0,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,53,200.153314,916.479981822432,"2018","2022","17-SISO_T2-0.2_7732091_2018_2018"
"197","17-SPIN-0.1",6241845,2018,40.938989,-73.839151,NA,0,NA,"9/11/2018",NA,NA,NA,NA,NA,NA,NA,NA,74,41.563091,121.92518893514,"2018","2022","17-SPIN-0.1_6241845_2018_2018"
"198","17-SWML-1.4",9496098,2018,40.925024,-72.647379,NA,0,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,62,200.153314,916.479981822432,"2018","2022","17-SWML-1.4_9496098_2018_2018"
"199","05-BENN_T14-2.8",8110675,2017,42.111839,-77.69363,NA,0,NA,"8/9/2017",NA,NA,NA,NA,NA,NA,NA,NA,967,469.45374915514,2222.46042993081,"2013","2018","05-BENN_T14-2.8_8110675_2017_2013"
"200","05-COHO-33.6",8118805,2017,42.46141,-77.47239,NA,0,NA,"8/9/2017","6/8/1988",NA,NA,NA,NA,NA,NA,NA,994,124.433485985025,596.243606144755,"2013","2018","05-COHO-33.6_8118805_2017_2013"
"201","05-COHO-50.9",8117095,2017,42.59906,-77.5289,NA,0,NA,"8/9/2017",NA,NA,NA,NA,NA,NA,NA,NA,973,144.565574287051,575.865030776705,"2013","2018","05-COHO-50.9_8117095_2017_2013"
"202","05-CUTH-0.6",8117897,2017,42.13489,-76.92788,"Recent site 0.33 miles from epa draw",0.33,NA,"8/8/2017","8/1/2007",NA,NA,NA,NA,NA,NA,NA,983,144.565574287051,575.865030776705,"2013","2018","05-CUTH-0.6_8117897_2017_2013"
"203","05-MCHE-1.5",8110527,2017,42.29771,-77.76152,NA,0,NA,"8/9/2017",NA,NA,NA,NA,NA,NA,NA,NA,963,469.45374915514,2222.46042993081,"2013","2018","05-MCHE-1.5_8110527_2017_2013"
"204","05-NEWT_T30-0.4",8117731,2017,42.201117,-76.663515,NA,0,NA,"8/8/2017",NA,NA,NA,NA,NA,NA,NA,NA,978,469.45374915514,2222.46042993081,"2013","2018","05-NEWT_T30-0.4_8117731_2017_2013"
"205","05-SEEL-7.6",8118243,2017,42.0334,-76.8772,"Recent site 0.35 miles from epa draw",0.35,NA,"8/8/2017","8/13/1998",NA,NA,NA,NA,NA,NA,NA,990,125.782515364468,637.845785376291,"2013","2018","05-SEEL-7.6_8118243_2017_2013"
"206","05-STEO_T22-0.2",8110591,2017,42.199,-77.407,NA,0,NA,"8/9/2017","9/10/2013","8/1/2012",NA,NA,NA,NA,NA,NA,966,469.45374915514,2222.46042993081,"2013","2018","05-STEO_T22-0.2_8110591_2017_2013"
"207","08-BEEV_T16-1.5",15512594,2017,43.92107,-75.18084,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,923,754.229895546105,3570.63097469932,"2013","2018","08-BEEV_T16-1.5_15512594_2017_2013"
"208","08-BENE-0.2",15510676,2017,43.67611,-74.70834,NA,0,NA,"9/12/2017","7/24/2002",NA,NA,NA,NA,NA,NA,NA,917,180.585823719367,865.306809503146,"2013","2018","08-BENE-0.2_15510676_2017_2013"
"209","08-BLCK_T132-2.0",15513054,2017,43.51919,-74.914078,NA,0,NA,"9/13/2017","7/11/2012",NA,NA,NA,NA,NA,NA,NA,931,180.585823719367,865.306809503146,"2013","2018","08-BLCK_T132-2.0_15513054_2017_2013"
"210","08-BLCK_T30-4.5",15514238,2017,43.964945,-75.489564,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,947,754.229895546105,3570.63097469932,"2013","2018","08-BLCK_T30-4.5_15514238_2017_2013"
"211","08-BLCK-105.4",15517566,2017,43.410831,-75.096664,NA,0,NA,"9/12/2017","8/20/2013","7/10/2012",NA,NA,NA,NA,NA,NA,956,180.585823719367,865.306809503146,"2013","2018","08-BLCK-105.4_15517566_2017_2013"
"212","08-FELT-0.3",15509276,2017,44.01917,-75.76138,NA,0,NA,"9/12/2017","8/27/1996",NA,NA,NA,NA,NA,NA,NA,913,180.585823719367,865.306809503146,"2013","2018","08-FELT-0.3_15509276_2017_2013"
"213","08-FSHC-0.8",15513540,2017,43.66833,-75.35333,NA,0,NA,"9/12/2017","8/27/2002",NA,NA,NA,NA,NA,NA,NA,938,180.585823719367,865.306809503146,"2013","2018","08-FSHC-0.8_15513540_2017_2013"
"214","08-LBLK-5.0",15517598,2017,43.37583,-75.06805,NA,0,NA,"9/12/2017","8/20/2008","9/25/2007","9/3/2003","8/28/2002",NA,NA,NA,NA,957,180.585823719367,865.306809503146,"2013","2018","08-LBLK-5.0_15517598_2017_2013"
"215","08-LOLO-3.4",15514080,2017,43.51777,-75.20433,NA,0,NA,"9/12/2017",NA,NA,NA,NA,NA,NA,NA,NA,946,180.585823719367,865.306809503146,"2013","2018","08-LOLO-3.4_15514080_2017_2013"
"216","08-MURM-3.4",15512716,2017,43.884,-75.3472,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,924,227.26411157177,905.287826995756,"2013","2018","08-MURM-3.4_15512716_2017_2013"
"217","08-OLMS-0.3",15513940,2017,43.5462,-75.40149,NA,0,NA,"9/13/2017","9/26/2007",NA,NA,NA,NA,NA,NA,NA,943,227.26411157177,905.287826995756,"2013","2018","08-OLMS-0.3_15513940_2017_2013"
"218","08-PHIL-0.3",15509066,2017,44.00394,-75.97822,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,911,180.585823719367,865.306809503146,"2013","2018","08-PHIL-0.3_15509066_2017_2013"
"219","08-ROAR-2.2",15513298,2017,43.74124,-75.42461,NA,0,NA,"9/14/2022",NA,NA,NA,NA,NA,NA,NA,NA,934,180.585823719367,865.306809503146,"2013","2018","08-ROAR-2.2_15513298_2017_2013"
"220","08-STNK-1.9",15512860,2017,43.91014,-75.58485,NA,0,NA,"9/12/2017","9/26/2007",NA,NA,NA,NA,NA,NA,NA,927,754.229895546105,3570.63097469932,"2013","2018","08-STNK-1.9_15512860_2017_2013"
"221","08-SUND-0.2",15512784,2017,43.87022,-75.13825,NA,0,NA,"9/12/2017","9/26/2007",NA,NA,NA,NA,NA,NA,NA,926,227.26411157177,905.287826995756,"2013","2018","08-SUND-0.2_15512784_2017_2013"
"222","13-CNOP_T-0.1",6227244,2017,41.37135,-73.87416,NA,0,NA,"7/26/2017",NA,NA,NA,NA,NA,NA,NA,NA,1292,1400.85296054584,6631.83599783264,"2013","2018","13-CNOP_T-0.1_6227244_2017_2013"
"223","13-EIGT-0.6",6189532,2017,42.4355,-74.12272,"Recent site 0.26 miles from epa draw",0.26,NA,"7/26/2017","9/13/2007",NA,NA,NA,NA,NA,NA,NA,1267,502.509607754039,2001.70553855566,"2013","2018","13-EIGT-0.6_6189532_2017_2013"
"224","13-LATT-5.7",6213070,2017,41.65046,-74.00598,NA,0,NA,"7/26/2017",NA,NA,NA,NA,NA,NA,NA,NA,1287,1400.85296054584,6631.83599783264,"2013","2018","13-LATT-5.7_6213070_2017_2013"
"225","13-NORM-21.4",6185790,2017,42.71369,-73.95532,NA,0,NA,"7/11/2017",NA,NA,NA,NA,NA,NA,NA,NA,1251,459.683970229737,2331.06709757297,"2013","2018","13-NORM-21.4_6185790_2017_2013"
"226","13-PERR-1.5",6217258,2017,41.40632,-74.15423,NA,0,NA,"7/25/2017",NA,NA,NA,NA,NA,NA,NA,NA,1288,502.509607754039,2001.70553855566,"2013","2018","13-PERR-1.5_6217258_2017_2013"
"227","13-QUAK-0.2",6226844,2017,41.49944,-73.53361,NA,0,NA,"7/25/2017","7/6/2000",NA,NA,NA,NA,NA,NA,NA,1290,502.509607754039,2001.70553855566,"2013","2018","13-QUAK-0.2_6226844_2017_2013"
"228","13-ROND_T6-1.9",6199796,2017,41.87236,-74.01782,NA,0,NA,"7/5/2017",NA,NA,NA,NA,NA,NA,NA,NA,1270,1400.85296054584,6631.83599783264,"2013","2018","13-ROND_T6-1.9_6199796_2017_2013"
"229","13-ROND-32.2",6200244,2017,41.75083,-74.35056,NA,0,NA,"7/27/2017","7/1/2002",NA,NA,NA,NA,NA,NA,NA,1272,459.683970229737,2331.06709757297,"2013","2018","13-ROND-32.2_6200244_2017_2013"
"230","13-SKIL-6.3",6189664,2017,42.0246,-74.08023,NA,0,NA,"7/27/2017",NA,NA,NA,NA,NA,NA,NA,NA,1268,502.509607754039,2001.70553855566,"2013","2018","13-SKIL-6.3_6189664_2017_2013"
"231","13-STNY-1.7",6189016,2017,42.05913,-73.90649,NA,0,NA,"7/24/2017",NA,NA,NA,NA,NA,NA,NA,NA,1263,502.509607754039,2001.70553855566,"2013","2018","13-STNY-1.7_6189016_2017_2013"
"232","13-TRAV-2.7",6189674,2017,42.011792,-74.303649,NA,0,NA,"7/27/2017",NA,NA,NA,NA,NA,NA,NA,NA,1269,1400.85296054584,6631.83599783264,"2013","2018","13-TRAV-2.7_6189674_2017_2013"
"233","13-WALK_T44-3.0",6201870,2017,41.42274,-74.32401,NA,0,NA,"7/26/2017",NA,NA,NA,NA,NA,NA,NA,NA,1276,1400.85296054584,6631.83599783264,"2013","2018","13-WALK_T44-3.0_6201870_2017_2013"
"234","13-WALK-15.0",6200432,2017,41.72124,-74.132787,NA,0,NA,"7/5/2017","9/11/2012",NA,NA,NA,NA,NA,NA,NA,1274,459.683970229737,2331.06709757297,"2013","2018","13-WALK-15.0_6200432_2017_2013"
"235","13-WNORM_T13-1.9",6186766,2017,42.78429,-74.01433,NA,0,NA,"7/11/2017",NA,NA,NA,NA,NA,NA,NA,NA,1255,1400.85296054584,6631.83599783264,"2013","2018","13-WNORM_T13-1.9_6186766_2017_2013"
"236","15-HACK_E-1.5",6244304,2017,41.13114,-73.95028,NA,0,NA,"7/25/2017","7/31/2012","9/12/2007",NA,NA,NA,NA,NA,NA,1450,66.9127855232521,316.774588230481,"2013","2018","15-HACK_E-1.5_6244304_2017_2013"
"237","16-SWEL-0.1",7712572,2017,41.73461,-73.58066,NA,0,NA,"7/25/2017","9/13/2007",NA,NA,NA,NA,NA,NA,NA,1128,22.3887691612536,0,"2013","2018","16-SWEL-0.1_7712572_2017_2013"
"238","02-BHUT-0.2",8969354,2016,42.096733,-78.740358,NA,0.17,NA,"8/31/2016",NA,NA,NA,NA,NA,NA,NA,NA,836,511.96421246976,2423.71097430243,"2013","2018","02-BHUT-0.2_8969354_2016_2013"
"239","02-CLER_T8-2.2",15444833,2016,42.26077,-79.199808,"Only macro and user percep 2016",0,NA,"8/31/2016",NA,NA,NA,NA,NA,NA,NA,NA,857,511.96421246976,2423.71097430243,"2013","2018","02-CLER_T8-2.2_15444833_2016_2013"
"240","02-ELMC-4.3",15444447,2016,42.207671,-78.945865,"Only macro and user percep 2016",0,NA,"8/30/2016",NA,NA,NA,NA,NA,NA,NA,NA,854,139.427349810237,555.397337751789,"2013","2018","02-ELMC-4.3_15444447_2016_2013"
"241","02-ISCH-20.4",8968542,2016,42.39772,-78.476772,"Historic site 0.31 miles from recent site- Only macro and user percep 2016",0.31,NA,"8/30/2016",NA,NA,NA,NA,NA,NA,NA,NA,821,139.427349810237,555.397337751789,"2013","2018","02-ISCH-20.4_8968542_2016_2013"
"242","02-STRW-7.3",8970378,2016,42.014612,-79.537887,"Historic site 0.39 miles from recent site- Only macro and user percep 2016",0.39,NA,"8/31/2016",NA,NA,NA,NA,NA,NA,NA,NA,848,511.96421246976,2423.71097430243,"2013","2018","02-STRW-7.3_8970378_2016_2013"
"243","07-CORY-0.3",21982217,2016,42.744599,-77.260883,"Historic site 0.29 miles from recent site",0.29,NA,"7/12/2016","9/7/1989",NA,NA,NA,NA,NA,NA,NA,1426,603.405916796046,2403.61765627991,"2013","2018","07-CORY-0.3_21982217_2016_2013"
"244","07-COWA_T10-0.9",22024102,2016,43.091923,-75.675723,"Historic site 0.11 miles from recent site",0.11,NA,"7/14/2016","9/27/1994",NA,NA,NA,NA,NA,NA,NA,1441,2105.02650528306,9965.49312976323,"2013","2018","07-COWA_T10-0.9_22024102_2016_2013"
"245","07-DRYO-0.8",21983067,2016,42.469094,-76.289535,"Historic site 0.41 miles from recent site",0.41,NA,"7/13/2016","7/17/1990",NA,NA,NA,NA,NA,NA,NA,1427,471.747728667336,2260.45718083523,"2013","2018","07-DRYO-0.8_21983067_2016_2013"
"246","07-FLNT-11.1",21981401,2016,42.858589,-77.10913,NA,0,NA,"7/12/2016","9/7/1989",NA,NA,NA,NA,NA,NA,NA,1422,434.199451408014,2201.83456572482,"2013","2018","07-FLNT-11.1_21981401_2016_2013"
"247","07-FURB-1.1",21974653,2016,43.016599,-76.173767,"Historic site 0.13 miles from recent site",0.13,NA,"7/13/2016","7/17/1990",NA,NA,NA,NA,NA,NA,NA,1401,603.405916796046,2403.61765627991,"2013","2018","07-FURB-1.1_21974653_2016_2013"
"248","07-JACB-1.9",21981783,2016,42.683204,-77.051365,NA,0.5,NA,"8/2/2018","7/12/2016","6/6/1990",NA,NA,NA,NA,NA,NA,1423,2105.02650528306,9965.49312976323,"2013","2018","07-JACB-1.9_21981783_2016_2013"
"249","07-SKAN_T4-1.5",21977033,2016,42.993313,-76.47112,"Historic site 0.45 miles from recent site",0.45,NA,"7/13/2016","6/16/1992",NA,NA,NA,NA,NA,NA,NA,1406,603.405916796046,2403.61765627991,"2013","2018","07-SKAN_T4-1.5_21977033_2016_2013"
"250","07-SRAG-9.0",22024230,2016,43.05444,-75.84611,"Moved upstream to SRAG-00, old SBU site- Historic site 0.33 miles from recent site",0.33,NA,"7/13/2016","7/16/1996","6/16/1992",NA,NA,NA,NA,NA,NA,1443,603.405916796046,2403.61765627991,"2013","2018","07-SRAG-9.0_22024230_2016_2013"
"251","11-CRWH-2.3",22289877,2016,42.975157,-73.345817,"Historic site 0.14 miles from recent site",0.14,NA,"8/5/2016",NA,NA,NA,NA,NA,NA,NA,NA,1600,1021.89269622329,4837.78452100727,"2013","2018","11-CRWH-2.3_22289877_2016_2013"
"252","11-ESTN-3.4",22296192,2016,43.29508,-74.19261,"moved upstream to STNC-E, old SBU site- Historic site 0.36 miles from recent site",0.36,NA,"8/4/2016","7/25/2012","7/11/2006","9/18/2001",NA,NA,NA,NA,NA,1614,306.635055997138,1554.95282909287,"2013","2018","11-ESTN-3.4_22296192_2016_2013"
"253","11-FISB-8.4",22306237,2016,43.977386,-74.27055,NA,0,NA,"8/2/2016",NA,NA,NA,NA,NA,NA,NA,NA,1634,206.996183206361,991.856410323618,"2013","2018","11-FISB-8.4_22306237_2016_2013"
"254","11-HART-1.5",22288307,2016,43.10722,-73.50111,"moved upstream to HART-01, old SBU site- Historic site 0.37 miles from recent site- Only macro data 2016",0.37,NA,"8/4/2016","7/12/2006",NA,NA,NA,NA,NA,NA,NA,1596,1021.89269622329,4837.78452100727,"2013","2018","11-HART-1.5_22288307_2016_2013"
"255","11-PERP-0.8",22305429,2016,43.980992,-74.034242,NA,0,NA,"8/2/2016",NA,NA,NA,NA,NA,NA,NA,NA,1629,316.261657915008,1259.8022057941,"2013","2018","11-PERP-0.8_22305429_2016_2013"
"256","11-PLUK-0.1",22289959,2016,42.919896,-73.720046,NA,0,NA,"8/4/2016",NA,NA,NA,NA,NA,NA,NA,NA,1602,316.261657915008,1259.8022057941,"2013","2018","11-PLUK-0.1_22289959_2016_2013"
"257","11-SACN-55.1",22295692,2016,43.48889,-74.27278,"moved upstream to SACN-A, old SBU site- Historic site 0.50 miles from recent site, possible confluence between sites",0.5,NA,"8/3/2016","9/18/2001",NA,NA,NA,NA,NA,NA,NA,1609,206.996183206361,991.856410323618,"2013","2018","11-SACN-55.1_22295692_2016_2013"
"258","11-WACK-3.8",22305525,2016,43.91861,-74.02194,NA,0,NA,"8/2/2016",NA,NA,NA,NA,NA,NA,NA,NA,1630,316.261657915008,1259.8022057941,"2013","2018","11-WACK-3.8_22305525_2016_2013"
"259","01-BUFC_T59-0.8",15575877,2015,42.631802,-78.4393,NA,0,NA,"8/6/2015",NA,NA,NA,NA,NA,NA,NA,NA,1379,238.708187449758,950.874358507074,"2013","2018","01-BUFC_T59-0.8_15575877_2015_2013"
"260","01-CATT-48.4",15581385,2015,42.53371,-78.47919,"While there was a sampling site sampled in 2015, the sampled site was .38 miles from the epa site which is >.1 miles",0.38,NA,"8/6/2015",NA,NA,NA,NA,NA,NA,NA,NA,1388,247.03200530225,1183.69466634013,"2013","2018","01-CATT-48.4_15581385_2015_2013"
"261","01-CAZE_E-7.1",15575329,2015,42.7272,-78.591,"Little sample event info included",0,NA,"8/6/2015",NA,NA,NA,NA,NA,NA,NA,NA,1376,247.03200530225,1183.69466634013,"2013","2018","01-CAZE_E-7.1_15575329_2015_2013"
"262","01-CAZE_T3-1.4",15576317,2015,42.810699,-78.74549,NA,0,NA,"8/5/2015",NA,NA,NA,NA,NA,NA,NA,NA,1382,385.747736595784,1826.18433032513,"2013","2018","01-CAZE_T3-1.4_15576317_2015_2013"
"263","01-CRKB-2.1",9840068,2015,42.46938,-79.3309,"Only .14 river miles away from one another",0.14,NA,"8/5/2015",NA,NA,NA,NA,NA,NA,NA,NA,1351,385.747736595784,1826.18433032513,"2013","2018","01-CRKB-2.1_9840068_2015_2013"
"264","01-DURK-2.7",15569301,2015,42.887001,-78.4646,"There was also a record for a sampling on 10/2/2015",0,NA,"8/4/2015","10/2/2015",NA,NA,NA,NA,NA,NA,NA,1369,238.708187449758,950.874358507074,"2013","2018","01-DURK-2.7_15569301_2015_2013"
"265","01-HUNE-5.9",15576347,2015,42.717098,-78.534103,"Little sample event info included",0,NA,"8/6/2015",NA,NA,NA,NA,NA,NA,NA,NA,1385,238.708187449758,950.874358507074,"2013","2018","01-HUNE-5.9_15576347_2015_2013"
"266","01-LITI-0.9",15581857,2015,42.522499,-79.0063,"Well within acceptable distance",0,NA,"8/5/2015",NA,NA,NA,NA,NA,NA,NA,NA,1393,385.747736595784,1826.18433032513,"2013","2018","01-LITI-0.9_15581857_2015_2013"
"267","01-SHED-3.6",15576341,2015,42.749199,-78.442101,NA,0,NA,"8/6/2015",NA,NA,NA,NA,NA,NA,NA,NA,1384,238.708187449758,950.874358507074,"2013","2018","01-SHED-3.6_15576341_2015_2013"
"268","01-SILV-6.7",9839478,2015,42.503399,-79.103798,NA,0,NA,"8/5/2015",NA,NA,NA,NA,NA,NA,NA,NA,1350,238.708187449758,950.874358507074,"2013","2018","01-SILV-6.7_9839478_2015_2013"
"269","01-TEEN-24.2",15576043,2015,42.6,-78.72,NA,0,NA,"9/16/2020",NA,NA,NA,NA,NA,NA,NA,NA,1381,247.03200530225,1183.69466634013,"2013","2018","01-TEEN-24.2_15576043_2015_2013"
"270","01-TEES-0.1",15575519,2015,42.6987,-78.901398,NA,0,NA,"8/5/2015",NA,NA,NA,NA,NA,NA,NA,NA,1377,247.03200530225,1183.69466634013,"2013","2018","01-TEES-0.1_15575519_2015_2013"
"271","01-TONA_T39-0.4",15569363,2015,42.871201,-78.26519,NA,0,NA,"8/6/2015",NA,NA,NA,NA,NA,NA,NA,NA,1370,238.708187449758,950.874358507074,"2013","2018","01-TONA_T39-0.4_15569363_2015_2013"
"272","01-TONA-103.5",15569657,2015,42.6898,-78.363602,NA,0,NA,"8/6/2015",NA,NA,NA,NA,NA,NA,NA,NA,1372,238.708187449758,950.874358507074,"2013","2018","01-TONA-103.5_15569657_2015_2013"
"273","01-TWEN-4.0",9840280,2015,42.2295,-79.758102,NA,0,NA,"8/5/2015",NA,NA,NA,NA,NA,NA,NA,NA,1356,238.708187449758,950.874358507074,"2013","2018","01-TWEN-4.0_9840280_2015_2013"
"274","03-GRUN_T1-2.7",21621819,2015,43.78524,-75.83708,NA,0,NA,"7/21/2015",NA,NA,NA,NA,NA,NA,NA,NA,1222,444.979709357769,1772.53993758923,"2013","2018","03-GRUN_T1-2.7_21621819_2015_2013"
"275","03-LGRN_T2-0.1",21623825,2015,43.501267,-76.08213,"Macro only 2015",0,NA,"7/23/2015",NA,NA,NA,NA,NA,NA,NA,NA,1233,910.363376820896,4309.78895255134,"2013","2018","03-LGRN_T2-0.1_21623825_2015_2013"
"276","03-REDR_T10-1.1",21632213,2015,43.247429,-76.74335,NA,0,NA,"7/23/2015",NA,NA,NA,NA,NA,NA,NA,NA,1243,910.363376820896,4309.78895255134,"2013","2018","03-REDR_T10-1.1_21632213_2015_2013"
"277","03-SALM_E-1.8",21624805,2015,43.495697,-75.62419,"Macro only 2015",0,NA,"7/22/2015",NA,NA,NA,NA,NA,NA,NA,NA,1236,444.979709357769,1772.53993758923,"2013","2018","03-SALM_E-1.8_21624805_2015_2013"
