"","SMAS_ID","COMID","YEAR","LAT","LONG","NOTES","MILES","BASIN","RECENT_SAMPLE_DATE","PREVIOUS_SAMPLE_DATE_1","PREVIOUS_SAMPLE_DATE_2","PREVIOUS_SAMPLE_DATE_3","PREVIOUS_SAMPLE_DATE_4","PREVIOUS_SAMPLE_DATE_5","PREVIOUS_SAMPLE_DATE_6","PREVIOUS_SAMPLE_DATE_7","X17","X1","wgt","start","end","matching"
"123","04-CNEA-10.1",15550809,2019,42.358923,-78.301007,NA,0,NA,"7/24/2019",NA,NA,NA,NA,NA,NA,NA,NA,255,178.773777,"2018","2022","04-CNEA-10.1_15550809_2019_2018"
"124","04-EKOY-10.4",15549637,2019,42.63941,-78.13737,NA,0,NA,"7/24/2019",NA,NA,NA,NA,NA,NA,NA,NA,242,178.773777,"2018","2022","04-EKOY-10.4_15549637_2019_2018"
"125","04-HONY_T36-0.9",15540157,2019,42.830186,-77.519034,NA,0,NA,"7/23/2019",NA,NA,NA,NA,NA,NA,NA,NA,256,707.634706,"2018","2022","04-HONY_T36-0.9_15540157_2019_2018"
"126","04-HONY_T9-0.3",15538959,2019,42.996457,-77.644052,NA,0,NA,"7/23/2019",NA,NA,NA,NA,NA,NA,NA,NA,249,278.770526,"2018","2022","04-HONY_T9-0.3_15538959_2019_2018"
"127","04-JCOX_S-3.7",15539641,2019,42.794639,-77.770032,NA,0,NA,"7/23/2019",NA,NA,NA,NA,NA,NA,NA,NA,253,707.634706,"2018","2022","04-JCOX_S-3.7_15539641_2019_2018"
"128","04-MCMI_S-5",15539893,2019,42.694427,-77.64282,NA,0,NA,"7/23/2019",NA,NA,NA,NA,NA,NA,NA,NA,252,278.770526,"2018","2022","04-MCMI_S-5_15539893_2019_2018"
"129","04-MILH_T13-0.1",15539791,2019,42.771332,-77.451601,NA,0,NA,"7/23/2019",NA,NA,NA,NA,NA,NA,NA,NA,245,707.634706,"2018","2022","04-MILH_T13-0.1_15539791_2019_2018"
"130","04-MUCK-4.3",15539103,2019,42.961785,-77.966507,NA,0,NA,"7/24/2019",NA,NA,NA,NA,NA,NA,NA,NA,247,278.770526,"2018","2022","04-MUCK-4.3_15539103_2019_2018"
"131","04-NUND_T4-1.4",15550177,2019,42.061322,-77.879008,NA,0,NA,"7/25/2019",NA,NA,NA,NA,NA,NA,NA,NA,251,707.634706,"2018","2022","04-NUND_T4-1.4_15550177_2019_2018"
"132","04-UGNS_T30-1.2",15539059,2019,42.949618,-77.71784,NA,0,NA,"7/23/2019",NA,NA,NA,NA,NA,NA,NA,NA,261,278.770526,"2018","2022","04-UGNS_T30-1.2_15539059_2019_2018"
"133","04-UGNS-97.8",15551291,2019,42.479779,-78.065036,NA,0,NA,"7/24/2019",NA,NA,NA,NA,NA,NA,NA,NA,250,281.232903,"2018","2022","04-UGNS-97.8_15551291_2019_2018"
"134","04-WOATK-53.3",15541561,2019,42.681047,-78.110971,NA,0,NA,"7/24/2019",NA,NA,NA,NA,NA,NA,NA,NA,246,178.773777,"2018","2022","04-WOATK-53.3_15541561_2019_2018"
"135","09-CEDL-0.1",15478855,2019,44.372,-75.2154,NA,0,NA,"9/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,681,576.942342,"2018","2022","09-CEDL-0.1_15478855_2019_2018"
"136","09-DEVE-1.8",15449508,2019,44.788997,-74.429834,"Probabilistic/Unassessed PWL",0,NA,"9/12/2019",NA,NA,NA,NA,NA,NA,NA,NA,690,576.942342,"2018","2022","09-DEVE-1.8_15449508_2019_2018"
"137","09-GRAS-23.8",15476223,2019,44.830698,-75.097927,NA,0,NA,"9/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,694,607.526017,"2018","2022","09-GRAS-23.8_15476223_2019_2018"
"138","09-GTCH-4.8",15489098,2019,44.645104,-75.495721,NA,0,NA,"9/17/2019",NA,NA,NA,NA,NA,NA,NA,NA,687,607.526017,"2018","2022","09-GTCH-4.8_15489098_2019_2018"
"139","09-GTCH-66.3",15491250,2019,44.312094,-75.443452,NA,0,NA,"9/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,693,607.526017,"2018","2022","09-GTCH-66.3_15491250_2019_2018"
"140","09-GULF-1.3",25515866,2019,44.563619,-75.293116,NA,0,NA,"9/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,685,576.942342,"2018","2022","09-GULF-1.3_25515866_2019_2018"
"141","09-KING-0.5",15455050,2019,44.785909,-74.648521,"Probabilistic/Unassessed PWL",0,NA,"9/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,674,550.240877,"2018","2022","09-KING-0.5_15455050_2019_2018"
"142","09-MARA-4.5",15469361,2019,43.836755,-74.563743,"Probabilistic/Unassessed PWL",0,NA,"9/10/2019",NA,NA,NA,NA,NA,NA,NA,NA,672,550.240877,"2018","2022","09-MARA-4.5_15469361_2019_2018"
"143","09-PALC-2.5",15492244,2019,44.043935,-75.223674,NA,0,NA,"9/10/2019",NA,NA,NA,NA,NA,NA,NA,NA,680,576.942342,"2018","2022","09-PALC-2.5_15492244_2019_2018"
"144","09-PLET-3.8",15476951,2019,44.329646,-74.893547,NA,0,NA,"9/13/2019",NA,NA,NA,NA,NA,NA,NA,NA,677,550.240877,"2018","2022","09-PLET-3.8_15476951_2019_2018"
"145","09-RAQU-105.0",15467649,2019,44.236904,-74.400195,"Probabilistic/Unassessed PWL",0,NA,"9/10/2910",NA,NA,NA,NA,NA,NA,NA,NA,683,607.526017,"2018","2022","09-RAQU-105.0_15467649_2019_2018"
"146","09-RAQU-3.2",15465075,2019,44.97861,-74.73306,NA,0,NA,"9/11/2019","8/18/2010","9/16/2009",NA,NA,NA,NA,NA,NA,671,607.526017,"2018","2022","09-RAQU-3.2_15465075_2019_2018"
"147","09-RAQU-80.9",15467549,2019,44.314314,-74.665562,NA,0,NA,"9/10/2019",NA,NA,NA,NA,NA,NA,NA,NA,679,607.526017,"2018","2022","09-RAQU-80.9_15467549_2019_2018"
"148","09-RAQU-89.9",15467639,2019,44.253575,-74.595852,NA,0,NA,"9/10/2019",NA,NA,NA,NA,NA,NA,NA,NA,691,607.526017,"2018","2022","09-RAQU-89.9_15467639_2019_2018"
"149","09-SAL9-12.1",15448828,2019,44.929694,-74.37063,NA,0,NA,"9/12/2019",NA,NA,NA,NA,NA,NA,NA,NA,678,607.526017,"2018","2022","09-SAL9-12.1_15448828_2019_2018"
"150","09-STLW-51.9",25293246,2019,44.69972,-75.50417,"Multiplate/Probabilistic",0,NA,"8/13/2019",NA,NA,NA,NA,NA,NA,NA,NA,682,607.526017,"2018","2022","09-STLW-51.9_25293246_2019_2018"
"151","09-TRSL-12.5",15455260,2019,44.733407,-74.704554,NA,0,NA,"9/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,675,576.942342,"2018","2022","09-TRSL-12.5_15455260_2019_2018"
"152","14-BASK_N-1.7",2616720,2019,41.881163,-75.091213,"Probabilistic/Unassessed PWL",0,NA,"8/21/2019",NA,NA,NA,NA,NA,NA,NA,NA,204,196.218209,"2018","2022","14-BASK_N-1.7_2616720_2019_2018"
"153","14-BEEB-3.5",2613734,2019,42.119651,-75.108847,NA,0,NA,"8/21/2019",NA,NA,NA,NA,NA,NA,NA,NA,208,600.086504,"2018","2022","14-BEEB-3.5_2613734_2019_2018"
"154","14-BRIS-2.0",2615112,2019,41.765496,-74.882752,NA,0,NA,"8/21/2019",NA,NA,NA,NA,NA,NA,NA,NA,196,196.218209,"2018","2022","14-BRIS-2.0_2615112_2019_2018"
"155","14-COLD_T7-1.1",2613640,2019,42.157587,-75.391342,NA,0,NA,"8/22/2019",NA,NA,NA,NA,NA,NA,NA,NA,191,600.086504,"2018","2022","14-COLD_T7-1.1_2613640_2019_2018"
"156","14-DELA-59.2",2617430,2019,41.82344,-75.11362,NA,0,NA,"8/21/2019",NA,NA,NA,NA,NA,NA,NA,NA,200,165.37573,"2018","2022","14-DELA-59.2_2617430_2019_2018"
"157","14-DELA-65.9",2617358,2019,41.865244,-75.180279,NA,0,NA,"8/21/2019",NA,NA,NA,NA,NA,NA,NA,NA,203,165.37573,"2018","2022","14-DELA-65.9_2617358_2019_2018"
"158","14-KIAM-0.1",4147570,2019,41.66945,-74.62583,NA,0,NA,"8/20/2019",NA,NA,NA,NA,NA,NA,NA,NA,193,196.218209,"2018","2022","14-KIAM-0.1_4147570_2019_2018"
"159","14-LEBA-0.6",4147774,2019,41.566455,-74.795962,NA,0,NA,"8/20/2019",NA,NA,NA,NA,NA,NA,NA,NA,198,600.086504,"2018","2022","14-LEBA-0.6_4147774_2019_2018"
"160","14-NEVR-26.2",4147634,2019,41.63445,-74.61916,NA,0,NA,"8/20/2019",NA,NA,NA,NA,NA,NA,NA,NA,207,165.37573,"2018","2022","14-NEVR-26.2_4147634_2019_2018"
"161","14-PINE-4.4",4147796,2019,41.548032,-74.571169,NA,0,NA,"8/20/2019",NA,NA,NA,NA,NA,NA,NA,NA,202,600.086504,"2018","2022","14-PINE-4.4_4147796_2019_2018"
"162","14-PINS-1.7",2613628,2019,42.175525,-75.17101,NA,0,NA,"8/22/2019","8/5/2014",NA,NA,NA,NA,NA,NA,NA,199,196.218209,"2018","2022","14-PINS-1.7_2613628_2019_2018"
"163","14-WILL-3.1",1750437,2019,41.92441,-74.87637,NA,0,NA,"8/21/2019","8/26/2015","8/6/2014",NA,NA,NA,NA,NA,NA,197,165.37573,"2018","2022","14-WILL-3.1_1750437_2019_2018"
"164","06-BTNT_T6_1-1.0",8086431,2018,42.455927,-75.313426,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,730,1839.429001,"2018","2022","06-BTNT_T6_1-1.0_8086431_2018_2018"
"165","06-CHAS-0.7",8083769,2018,42.660369,-74.961192,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,729,559.609903,"2018","2022","06-CHAS-0.7_8083769_2018_2018"
"166","06-DILA_W_T6-1.8",8085729,2018,42.901514,-75.24999,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,733,1839.429001,"2018","2022","06-DILA_W_T6-1.8_8085729_2018_2018"
"167","06-EDDY-3.6",9423097,2018,42.41791,-75.584178,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,737,559.609903,"2018","2022","06-EDDY-3.6_9423097_2018_2018"
"168","06-GREA_W-1.1",8085459,2018,42.588448,-75.406755,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,742,559.609903,"2018","2022","06-GREA_W-1.1_8085459_2018_2018"
"169","06-HAIT-0.1",9421935,2018,42.673777,-76.075092,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,732,559.609903,"2018","2022","06-HAIT-0.1_9421935_2018_2018"
"170","06-HAWL-1.9",9420381,2018,42.655247,-75.6238,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,734,559.609903,"2018","2022","06-HAWL-1.9_9420381_2018_2018"
"171","06-MDUF-2.7",8102745,2018,42.253636,-76.583934,NA,0,NA,"8/8/2018",NA,NA,NA,NA,NA,NA,NA,NA,724,559.609903,"2018","2022","06-MDUF-2.7_8102745_2018_2018"
"172","06-MUDO-1.3",9420567,2018,42.594098,-75.875166,NA,0,NA,"8/8/2018",NA,NA,NA,NA,NA,NA,NA,NA,739,427.186066,"2018","2022","06-MUDO-1.3_9420567_2018_2018"
"173","06-NANG_T26-1.3",9423355,2018,42.335531,-75.77861,NA,0,NA,"8/8/2018",NA,NA,NA,NA,NA,NA,NA,NA,723,1839.429001,"2018","2022","06-NANG_T26-1.3_9423355_2018_2018"
"174","06-NING_T4-1.2",9420301,2018,42.661137,-75.983401,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,727,559.609903,"2018","2022","06-NING_T4-1.2_9420301_2018_2018"
"175","06-NVUS_T28-3.5",8083777,2018,42.653764,-74.692196,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,736,559.609903,"2018","2022","06-NVUS_T28-3.5_8083777_2018_2018"
"176","06-NVUS-6.4",8084197,2018,42.524226,-74.898842,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,721,442.46183,"2018","2022","06-NVUS-6.4_8084197_2018_2018"
"177","06-OTGO_W-3.5",8085397,2018,42.62412,-75.080234,NA,0.44,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,741,427.186066,"2018","2022","06-OTGO_W-3.5_8085397_2018_2018"
"178","06-PLES-4.7",9420219,2018,42.693653,-75.602641,NA,0,NA,"8/7/2018",NA,NA,NA,NA,NA,NA,NA,NA,722,427.186066,"2018","2022","06-PLES-4.7_9420219_2018_2018"
"179","06-YALE-3.4",8086793,2018,42.33762,-75.479988,NA,0,NA,"8/9/2018",NA,NA,NA,NA,NA,NA,NA,NA,726,427.186066,"2018","2022","06-YALE-3.4_8086793_2018_2018"
"180","10-ALDE_T15-0.6",9524279,2018,44.498208,-74.008785,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,339,543.480097,"2018","2022","10-ALDE_T15-0.6_9524279_2018_2018"
"181","10-BOQT-10.8",9528305,2018,44.264529,-73.40121,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,349,154.322491,"2018","2022","10-BOQT-10.8_9528305_2018_2018"
"182","10-GRAV-2.2",9521329,2018,44.897525,-73.756883,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,328,178.93402,"2018","2022","10-GRAV-2.2_9521329_2018_2018"
"183","10-GULB-0.6",9528113,2018,44.25714,-73.782914,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,340,178.93402,"2018","2022","10-GULB-0.6_9528113_2018_2018"
"184","10-HUDD-0.2",10312496,2018,43.537609,-73.668712,NA,0,NA,"7/19/2018",NA,NA,NA,NA,NA,NA,NA,NA,333,178.93402,"2018","2022","10-HUDD-0.2_10312496_2018_2018"
"185","10-MILC-3.6",10311366,2018,44.060296,-73.500379,NA,0,NA,"7/19/2018",NA,NA,NA,NA,NA,NA,NA,NA,337,178.93402,"2018","2022","10-MILC-3.6_10311366_2018_2018"
"186","10-NICO-1.0",9528115,2018,44.269447,-73.835122,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,341,543.480097,"2018","2022","10-NICO-1.0_9528115_2018_2018"
"187","10-PUTM-4.5",10312600,2018,43.94124,-73.473716,NA,0,NA,"7/19/2018",NA,NA,NA,NA,NA,NA,NA,NA,348,154.322491,"2018","2022","10-PUTM-4.5_10312600_2018_2018"
"188","10-ROCY-0.1",9528019,2018,44.371186,-73.716192,NA,0,NA,"7/18/2018","7/23/2008",NA,NA,NA,NA,NA,NA,NA,338,178.93402,"2018","2022","10-ROCY-0.1_9528019_2018_2018"
"189","10-SABL-7.6",9527425,2018,44.504102,-73.481615,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,334,106.297647,"2018","2022","10-SABL-7.6_9527425_2018_2018"
"190","10-TRAE-4.5",9521339,2018,44.855734,-73.489449,NA,0,NA,"7/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,347,543.480097,"2018","2022","10-TRAE-4.5_9521339_2018_2018"
"191","10-TWOB-3.6",9524631,2018,44.412933,-74.110415,NA,0,NA,"7/18/2018",NA,NA,NA,NA,NA,NA,NA,NA,344,178.93402,"2018","2022","10-TWOB-3.6_9524631_2018_2018"
"192","17-BRNX-17.3",6240361,2018,41.015682,-73.790146,NA,0,NA,"9/11/2018","9/12/2014",NA,NA,NA,NA,NA,NA,NA,68,41.563091,"2018","2022","17-BRNX-17.3_6240361_2018_2018"
"193","17-MAMR_T12-0.7",6240225,2018,41.040879,-73.740421,NA,0.27,NA,"9/11/2018",NA,NA,NA,NA,NA,NA,NA,NA,61,36.079334,"2018","2022","17-MAMR_T12-0.7_6240225_2018_2018"
"194","17-MAMR-6.7",6240357,2018,41.0178,-73.7275,NA,0,NA,"9/11/2018","9/10/2008",NA,NA,NA,NA,NA,NA,NA,57,36.079334,"2018","2022","17-MAMR-6.7_6240357_2018_2018"
"195","17-OROW-2.0",9499628,2018,40.751098,-73.228009,NA,0,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,56,200.153314,"2018","2022","17-OROW-2.0_9499628_2018_2018"
"196","17-PECN-12.4",9496456,2018,40.881235,-72.810457,NA,0.15,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,70,41.563091,"2018","2022","17-PECN-12.4_9496456_2018_2018"
"197","17-SISO_T2-0.2",7732091,2018,41.201647,-73.529464,NA,0,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,53,200.153314,"2018","2022","17-SISO_T2-0.2_7732091_2018_2018"
"198","17-SPIN-0.1",6241845,2018,40.938989,-73.839151,NA,0,NA,"9/11/2018",NA,NA,NA,NA,NA,NA,NA,NA,74,41.563091,"2018","2022","17-SPIN-0.1_6241845_2018_2018"
"199","17-SWML-1.4",9496098,2018,40.925024,-72.647379,NA,0,NA,"9/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,62,200.153314,"2018","2022","17-SWML-1.4_9496098_2018_2018"
"200","05-BENN_T14-2.8",8110675,2017,42.111839,-77.69363,NA,0,NA,"8/9/2017",NA,NA,NA,NA,NA,NA,NA,NA,966,469.45374915514,"2013","2018","05-BENN_T14-2.8_8110675_2017_2013"
"201","05-COHO-33.6",8118805,2017,42.46141,-77.47239,NA,0,NA,"8/9/2017","6/8/1988",NA,NA,NA,NA,NA,NA,NA,993,124.433485985025,"2013","2018","05-COHO-33.6_8118805_2017_2013"
"202","05-COHO-50.9",8117095,2017,42.59906,-77.5289,NA,0,NA,"8/9/2017",NA,NA,NA,NA,NA,NA,NA,NA,972,144.565574287051,"2013","2018","05-COHO-50.9_8117095_2017_2013"
"203","05-CUTH-0.6",8117897,2017,42.13489,-76.92788,"Recent site 0.33 miles from epa draw",0.33,NA,"8/8/2017","8/1/2007",NA,NA,NA,NA,NA,NA,NA,982,144.565574287051,"2013","2018","05-CUTH-0.6_8117897_2017_2013"
"204","05-MCHE-1.5",8110527,2017,42.29771,-77.76152,NA,0,NA,"8/9/2017",NA,NA,NA,NA,NA,NA,NA,NA,962,469.45374915514,"2013","2018","05-MCHE-1.5_8110527_2017_2013"
"205","05-NEWT_T30-0.4",8117731,2017,42.201117,-76.663515,NA,0,NA,"8/8/2017",NA,NA,NA,NA,NA,NA,NA,NA,977,469.45374915514,"2013","2018","05-NEWT_T30-0.4_8117731_2017_2013"
"206","05-SEEL-7.6",8118243,2017,42.0334,-76.8772,"Recent site 0.35 miles from epa draw",0.35,NA,"8/8/2017","8/13/1998",NA,NA,NA,NA,NA,NA,NA,989,125.782515364468,"2013","2018","05-SEEL-7.6_8118243_2017_2013"
"207","05-STEO_T22-0.2",8110591,2017,42.199,-77.407,NA,0,NA,"8/9/2017","9/10/2013","8/1/2012",NA,NA,NA,NA,NA,NA,965,469.45374915514,"2013","2018","05-STEO_T22-0.2_8110591_2017_2013"
"208","08-BEEV_T16-1.5",15512594,2017,43.92107,-75.18084,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,922,754.229895546105,"2013","2018","08-BEEV_T16-1.5_15512594_2017_2013"
"209","08-BENE-0.2",15510676,2017,43.67611,-74.70834,NA,0,NA,"9/12/2017","7/24/2002",NA,NA,NA,NA,NA,NA,NA,916,180.585823719367,"2013","2018","08-BENE-0.2_15510676_2017_2013"
"210","08-BLCK_T132-2.0",15513054,2017,43.51919,-74.914078,NA,0,NA,"9/13/2017","7/11/2012",NA,NA,NA,NA,NA,NA,NA,930,180.585823719367,"2013","2018","08-BLCK_T132-2.0_15513054_2017_2013"
"211","08-BLCK_T30-4.5",15514238,2017,43.964945,-75.489564,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,946,754.229895546105,"2013","2018","08-BLCK_T30-4.5_15514238_2017_2013"
"212","08-BLCK-105.4",15517566,2017,43.410831,-75.096664,NA,0,NA,"9/12/2017","8/20/2013","7/10/2012",NA,NA,NA,NA,NA,NA,955,180.585823719367,"2013","2018","08-BLCK-105.4_15517566_2017_2013"
"213","08-FELT-0.3",15509276,2017,44.01917,-75.76138,NA,0,NA,"9/12/2017","8/27/1996",NA,NA,NA,NA,NA,NA,NA,912,180.585823719367,"2013","2018","08-FELT-0.3_15509276_2017_2013"
"214","08-FSHC-0.8",15513540,2017,43.66833,-75.35333,NA,0,NA,"9/12/2017","8/27/2002",NA,NA,NA,NA,NA,NA,NA,937,180.585823719367,"2013","2018","08-FSHC-0.8_15513540_2017_2013"
"215","08-LBLK-5.0",15517598,2017,43.37583,-75.06805,NA,0,NA,"9/12/2017","8/20/2008","9/25/2007","9/3/2003","8/28/2002",NA,NA,NA,NA,956,180.585823719367,"2013","2018","08-LBLK-5.0_15517598_2017_2013"
"216","08-LOLO-3.4",15514080,2017,43.51777,-75.20433,NA,0,NA,"9/12/2017",NA,NA,NA,NA,NA,NA,NA,NA,945,180.585823719367,"2013","2018","08-LOLO-3.4_15514080_2017_2013"
"217","08-MURM-3.4",15512716,2017,43.884,-75.3472,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,923,227.26411157177,"2013","2018","08-MURM-3.4_15512716_2017_2013"
"218","08-OLMS-0.3",15513940,2017,43.5462,-75.40149,NA,0,NA,"9/13/2017","9/26/2007",NA,NA,NA,NA,NA,NA,NA,942,227.26411157177,"2013","2018","08-OLMS-0.3_15513940_2017_2013"
"219","08-PHIL-0.3",15509066,2017,44.00394,-75.97822,NA,0,NA,"9/13/2017",NA,NA,NA,NA,NA,NA,NA,NA,910,180.585823719367,"2013","2018","08-PHIL-0.3_15509066_2017_2013"
"220","08-ROAR-2.2",15513298,2017,43.74124,-75.42461,NA,0,NA,"9/14/2022",NA,NA,NA,NA,NA,NA,NA,NA,933,180.585823719367,"2013","2018","08-ROAR-2.2_15513298_2017_2013"
"221","08-STNK-1.9",15512860,2017,43.91014,-75.58485,NA,0,NA,"9/12/2017","9/26/2007",NA,NA,NA,NA,NA,NA,NA,926,754.229895546105,"2013","2018","08-STNK-1.9_15512860_2017_2013"
"222","08-SUND-0.2",15512784,2017,43.87022,-75.13825,NA,0,NA,"9/12/2017","9/26/2007",NA,NA,NA,NA,NA,NA,NA,925,227.26411157177,"2013","2018","08-SUND-0.2_15512784_2017_2013"
"223","13-CNOP_T-0.1",6227244,2017,41.37135,-73.87416,NA,0,NA,"7/26/2017",NA,NA,NA,NA,NA,NA,NA,NA,1291,1400.85296054584,"2013","2018","13-CNOP_T-0.1_6227244_2017_2013"
"224","13-EIGT-0.6",6189532,2017,42.4355,-74.12272,"Recent site 0.26 miles from epa draw",0.26,NA,"7/26/2017","9/13/2007",NA,NA,NA,NA,NA,NA,NA,1266,502.509607754039,"2013","2018","13-EIGT-0.6_6189532_2017_2013"
"225","13-LATT-5.7",6213070,2017,41.65046,-74.00598,NA,0,NA,"7/26/2017",NA,NA,NA,NA,NA,NA,NA,NA,1286,1400.85296054584,"2013","2018","13-LATT-5.7_6213070_2017_2013"
"226","13-NORM-21.4",6185790,2017,42.71369,-73.95532,NA,0,NA,"7/11/2017",NA,NA,NA,NA,NA,NA,NA,NA,1250,459.683970229737,"2013","2018","13-NORM-21.4_6185790_2017_2013"
"227","13-PERR-1.5",6217258,2017,41.40632,-74.15423,NA,0,NA,"7/25/2017",NA,NA,NA,NA,NA,NA,NA,NA,1287,502.509607754039,"2013","2018","13-PERR-1.5_6217258_2017_2013"
"228","13-QUAK-0.2",6226844,2017,41.49944,-73.53361,NA,0,NA,"7/25/2017","7/6/2000",NA,NA,NA,NA,NA,NA,NA,1289,502.509607754039,"2013","2018","13-QUAK-0.2_6226844_2017_2013"
"229","13-ROND_T6-1.9",6199796,2017,41.87236,-74.01782,NA,0,NA,"7/5/2017",NA,NA,NA,NA,NA,NA,NA,NA,1269,1400.85296054584,"2013","2018","13-ROND_T6-1.9_6199796_2017_2013"
"230","13-ROND-32.2",6200244,2017,41.75083,-74.35056,NA,0,NA,"7/27/2017","7/1/2002",NA,NA,NA,NA,NA,NA,NA,1271,459.683970229737,"2013","2018","13-ROND-32.2_6200244_2017_2013"
"231","13-SKIL-6.3",6189664,2017,42.0246,-74.08023,NA,0,NA,"7/27/2017",NA,NA,NA,NA,NA,NA,NA,NA,1267,502.509607754039,"2013","2018","13-SKIL-6.3_6189664_2017_2013"
"232","13-STNY-1.7",6189016,2017,42.05913,-73.90649,NA,0,NA,"7/24/2017",NA,NA,NA,NA,NA,NA,NA,NA,1262,502.509607754039,"2013","2018","13-STNY-1.7_6189016_2017_2013"
"233","13-TRAV-2.7",6189674,2017,42.011792,-74.303649,NA,0,NA,"7/27/2017",NA,NA,NA,NA,NA,NA,NA,NA,1268,1400.85296054584,"2013","2018","13-TRAV-2.7_6189674_2017_2013"
"234","13-WALK_T44-3.0",6201870,2017,41.42274,-74.32401,NA,0,NA,"7/26/2017",NA,NA,NA,NA,NA,NA,NA,NA,1275,1400.85296054584,"2013","2018","13-WALK_T44-3.0_6201870_2017_2013"
"235","13-WALK-15.0",6200432,2017,41.72124,-74.132787,NA,0,NA,"7/5/2017","9/11/2012",NA,NA,NA,NA,NA,NA,NA,1273,459.683970229737,"2013","2018","13-WALK-15.0_6200432_2017_2013"
"236","13-WNORM_T13-1.9",6186766,2017,42.78429,-74.01433,NA,0,NA,"7/11/2017",NA,NA,NA,NA,NA,NA,NA,NA,1254,1400.85296054584,"2013","2018","13-WNORM_T13-1.9_6186766_2017_2013"
"237","15-HACK_E-1.5",6244304,2017,41.13114,-73.95028,NA,0,NA,"7/25/2017","7/31/2012","9/12/2007",NA,NA,NA,NA,NA,NA,1449,66.9127855232521,"2013","2018","15-HACK_E-1.5_6244304_2017_2013"
"238","16-SWEL-0.1",7712572,2017,41.73461,-73.58066,NA,0,NA,"7/25/2017","9/13/2007",NA,NA,NA,NA,NA,NA,NA,1127,22.3887691612536,"2013","2018","16-SWEL-0.1_7712572_2017_2013"
"239","02-BHUT-0.2",8969354,2016,42.096733,-78.740358,NA,0.17,NA,"8/31/2016",NA,NA,NA,NA,NA,NA,NA,NA,835,511.96421246976,"2013","2018","02-BHUT-0.2_8969354_2016_2013"
"240","02-CLER_T8-2.2",15444833,2016,42.26077,-79.199808,"Only macro and user percep 2016",0,NA,"8/31/2016",NA,NA,NA,NA,NA,NA,NA,NA,856,511.96421246976,"2013","2018","02-CLER_T8-2.2_15444833_2016_2013"
"241","02-ELMC-4.3",15444447,2016,42.207671,-78.945865,"Only macro and user percep 2016",0,NA,"8/30/2016",NA,NA,NA,NA,NA,NA,NA,NA,853,139.427349810237,"2013","2018","02-ELMC-4.3_15444447_2016_2013"
"242","02-ISCH-20.4",8968542,2016,42.39772,-78.476772,"Historic site 0.31 miles from recent site- Only macro and user percep 2016",0.31,NA,"8/30/2016",NA,NA,NA,NA,NA,NA,NA,NA,820,139.427349810237,"2013","2018","02-ISCH-20.4_8968542_2016_2013"
"243","02-STRW-7.3",8970378,2016,42.014612,-79.537887,"Historic site 0.39 miles from recent site- Only macro and user percep 2016",0.39,NA,"8/31/2016",NA,NA,NA,NA,NA,NA,NA,NA,847,511.96421246976,"2013","2018","02-STRW-7.3_8970378_2016_2013"
"244","07-CORY-0.3",21982217,2016,42.744599,-77.260883,"Historic site 0.29 miles from recent site",0.29,NA,"7/12/2016","9/7/1989",NA,NA,NA,NA,NA,NA,NA,1425,603.405916796046,"2013","2018","07-CORY-0.3_21982217_2016_2013"
