"","COMID","wgt","adj_wgt","draw_year"
"591",21972840,434.199451,0,"2018_2022"
"592",21978145,603.405917,0,"2018_2022"
"593",21974409,471.747729,0,"2018_2022"
"594",21979745,434.199451,0,"2018_2022"
"595",21978647,603.405917,0,"2018_2022"
"596",22023094,471.747729,0,"2018_2022"
"597",21974335,434.199451,0,"2018_2022"
"598",21978571,2105.026505,0,"2018_2022"
"599",22027386,603.405917,0,"2018_2022"
"600",22024502,603.405917,0,"2018_2022"
"601",21982275,434.199451,0,"2018_2022"
"602",21981241,2105.026505,0,"2018_2022"
"603",21972796,434.199451,0,"2018_2022"
"604",22022094,603.405917,0,"2018_2022"
"605",21977525,471.747729,0,"2018_2022"
"606",21983745,434.199451,0,"2018_2022"
"607",21981163,471.747729,0,"2018_2022"
"608",22023778,434.199451,0,"2018_2022"
"609",21974049,2105.026505,0,"2018_2022"
"610",21983257,2105.026505,0,"2018_2022"
"611",22024300,471.747729,0,"2018_2022"
"612",21978203,471.747729,0,"2018_2022"
"613",21977463,434.199451,0,"2018_2022"
"614",21981595,434.199451,0,"2018_2022"
"615",22026134,603.405917,0,"2018_2022"
"616",22023576,2105.026505,0,"2018_2022"
"617",21982923,2105.026505,0,"2018_2022"
"618",22023076,2105.026505,0,"2018_2022"
"619",21978999,603.405917,0,"2018_2022"
"620",22025728,471.747729,0,"2018_2022"
"621",21976081,2105.026505,0,"2018_2022"
"622",21980863,2105.026505,0,"2018_2022"
"623",21979517,603.405917,0,"2018_2022"
"624",21981465,603.405917,0,"2018_2022"
"625",21972746,434.199451,0,"2018_2022"
"626",6245494,13.982374,0,"2018_2022"
"627",6245438,9.594723,0,"2018_2022"
"628",6245228,66.912786,0,"2018_2022"
"629",6245418,22.926343,0,"2018_2022"
"630",6245602,9.594723,0,"2018_2022"
"631",6245384,9.594723,0,"2018_2022"
"632",6246292,9.594723,0,"2018_2022"
"633",6245256,22.926343,0,"2018_2022"
"634",6245916,66.912786,0,"2018_2022"
"635",6245344,9.594723,0,"2018_2022"
"636",6245340,66.912786,0,"2018_2022"
"637",6245212,13.982374,0,"2018_2022"
"638",6245892,22.926343,0,"2018_2022"
"639",6245392,66.912786,0,"2018_2022"
"640",6245356,66.912786,0,"2018_2022"
"641",6244318,22.926343,0,"2018_2022"
"642",6245396,9.594723,0,"2018_2022"
"643",6244258,22.926343,0,"2018_2022"
"644",6245332,22.926343,0,"2018_2022"
"645",6245264,13.982374,0,"2018_2022"
"646",6245682,66.912786,0,"2018_2022"
"647",6245210,13.982374,0,"2018_2022"
"648",6245588,22.926343,0,"2018_2022"
"649",6245220,22.926343,0,"2018_2022"
"650",6245578,66.912786,0,"2018_2022"
"651",6244334,13.982374,0,"2018_2022"
"652",6245520,66.912786,0,"2018_2022"
"653",6245382,66.912786,0,"2018_2022"
"654",6244290,66.912786,0,"2018_2022"
"655",6245456,22.926343,0,"2018_2022"
"656",6245312,22.926343,0,"2018_2022"
"657",6246308,22.926343,0,"2018_2022"
"658",6230330,66.912786,0,"2018_2022"
"659",6245302,9.594723,0,"2018_2022"
"660",6245182,66.912786,0,"2018_2022"
"661",6245242,13.982374,0,"2018_2022"
"662",6244332,13.982374,0,"2018_2022"
"663",6245458,9.594723,0,"2018_2022"
"664",6245480,13.982374,0,"2018_2022"
"665",6245688,66.912786,0,"2018_2022"
"666",6245450,66.912786,0,"2018_2022"
"667",6246310,22.926343,0,"2018_2022"
"668",6245270,13.982374,0,"2018_2022"
"669",6244252,13.982374,0,"2018_2022"
"670",6244474,13.982374,0,"2018_2022"
"671",25517348,576.942342,0,"2018_2022"
"672",15465075,607.526017,2299.84348891317,"2018_2022"
"673",15469361,550.240877,1567.23526881072,"2018_2022"
"674",15484117,576.942342,0,"2018_2022"
"675",15455050,550.240877,1567.23526881072,"2018_2022"
"676",15455260,576.942342,1692.45843753613,"2018_2022"
"677",15484355,1192.023213,0,"2018_2022"
"678",15476951,550.240877,1567.23526881072,"2018_2022"
"679",15448828,607.526017,2299.84348891317,"2018_2022"
"680",15467549,607.526017,2299.84348891317,"2018_2022"
"681",15492244,576.942342,1692.45843753613,"2018_2022"
"682",15478855,576.942342,1692.45843753613,"2018_2022"
"683",25293246,607.526017,2299.84348891317,"2018_2022"
"684",15467649,607.526017,2299.84348891317,"2018_2022"
"685",15489740,1192.023213,0,"2018_2022"
"686",25515866,576.942342,1692.45843753613,"2018_2022"
"687",15475691,607.526017,0,"2018_2022"
"688",15489098,607.526017,2299.84348891317,"2018_2022"
"689",15458154,607.526017,0,"2018_2022"
"690",15477297,576.942342,0,"2018_2022"
"691",15449508,576.942342,1692.45843753613,"2018_2022"
"692",15467639,607.526017,2299.84348891317,"2018_2022"
"693",15484757,550.240877,0,"2018_2022"
"694",15491250,607.526017,2299.84348891317,"2018_2022"
"695",15476223,607.526017,2299.84348891317,"2018_2022"
"696",15458324,1192.023213,0,"2018_2022"
"697",15503009,576.942342,0,"2018_2022"
"698",25516766,1192.023213,0,"2018_2022"
"699",15456620,550.240877,0,"2018_2022"
"700",15455540,576.942342,0,"2018_2022"
"701",15502259,576.942342,0,"2018_2022"
"702",15478925,550.240877,0,"2018_2022"
"703",15455902,1192.023213,0,"2018_2022"
"704",15458602,1192.023213,0,"2018_2022"
"705",15484229,1192.023213,0,"2018_2022"
"706",15492634,607.526017,0,"2018_2022"
"707",15467415,1192.023213,0,"2018_2022"
"708",15479217,550.240877,0,"2018_2022"
"709",15489816,576.942342,0,"2018_2022"
"710",15476851,576.942342,0,"2018_2022"
"711",15449820,550.240877,0,"2018_2022"
"712",15484313,576.942342,0,"2018_2022"
"713",15448788,550.240877,0,"2018_2022"
"714",15492756,550.240877,0,"2018_2022"
"715",15450278,576.942342,0,"2018_2022"
"716",15494274,550.240877,0,"2018_2022"
"717",15476207,607.526017,0,"2018_2022"
"718",15469097,576.942342,0,"2018_2022"
"719",15491370,550.240877,0,"2018_2022"
"720",15475965,576.942342,0,"2018_2022"
"721",8101243,1839.429001,0,"2018_2022"
"722",8084197,442.46183,1674.97840478181,"2018_2022"
"723",9420219,427.186066,1216.7417888506,"2018_2022"
"724",9423355,1839.429001,8422.54281835241,"2018_2022"
"725",8102745,559.609903,1641.6137854918,"2018_2022"
"726",8083543,1839.429001,0,"2018_2022"
"727",8086793,427.186066,1216.7417888506,"2018_2022"
"728",9420301,559.609903,1641.6137854918,"2018_2022"
"729",8102521,442.46183,0,"2018_2022"
"730",8083769,559.609903,1641.6137854918,"2018_2022"
"731",8086431,1839.429001,8422.54281835241,"2018_2022"
"732",9423515,427.186066,0,"2018_2022"
"733",9421935,559.609903,1641.6137854918,"2018_2022"
"734",8085729,1839.429001,8422.54281835241,"2018_2022"
"735",9420381,559.609903,1641.6137854918,"2018_2022"
"736",8088171,442.46183,0,"2018_2022"
"737",8083777,559.609903,1641.6137854918,"2018_2022"
"738",9423097,559.609903,1641.6137854918,"2018_2022"
"739",8085205,1839.429001,0,"2018_2022"
"740",9420567,427.186066,1216.7417888506,"2018_2022"
"741",8101755,1839.429001,0,"2018_2022"
"742",8085397,427.186066,1216.7417888506,"2018_2022"
"743",8085459,559.609903,1641.6137854918,"2018_2022"
"744",8102913,442.46183,0,"2018_2022"
"745",8100671,1839.429001,0,"2018_2022"
"746",9420933,1839.429001,0,"2018_2022"
"747",9423855,442.46183,0,"2018_2022"
"748",8101341,427.186066,0,"2018_2022"
"749",8100833,427.186066,0,"2018_2022"
"750",8084041,427.186066,0,"2018_2022"
"751",8086597,559.609903,0,"2018_2022"
"752",9423065,427.186066,0,"2018_2022"
"753",8102231,427.186066,0,"2018_2022"
"754",8085097,559.609903,0,"2018_2022"
"755",8086415,1839.429001,0,"2018_2022"
"756",8093073,442.46183,0,"2018_2022"
"757",8085167,1839.429001,0,"2018_2022"
"758",8100065,442.46183,0,"2018_2022"
"759",9420905,427.186066,0,"2018_2022"
"760",9424041,442.46183,0,"2018_2022"
"761",8102779,442.46183,0,"2018_2022"
"762",8086697,442.46183,0,"2018_2022"
"763",8101965,442.46183,0,"2018_2022"
"764",8086509,442.46183,0,"2018_2022"
"765",9421995,559.609903,0,"2018_2022"
"766",9420547,427.186066,0,"2018_2022"
"767",8102667,1839.429001,0,"2018_2022"
"768",9419879,1839.429001,0,"2018_2022"
"769",9420791,559.609903,0,"2018_2022"
"770",8087715,1839.429001,0,"2018_2022"
"771",22304137,206.996183,0,"2018_2022"
"772",22296000,316.261658,927.752519767852,"2018_2022"
"773",22303319,206.996183,0,"2018_2022"
"774",22307211,306.635056,0,"2018_2022"
"775",22305907,1021.892696,4679.13411343544,"2018_2022"
"776",22295702,1021.892696,4679.13411343544,"2018_2022"
"777",22304859,306.635056,1160.79413437553,"2018_2022"
"778",22288297,306.635056,1160.79413437553,"2018_2022"
"779",22306591,306.635056,0,"2018_2022"
"780",22297294,306.635056,0,"2018_2022"
"781",22296946,1021.892696,0,"2018_2022"
"782",22290491,306.635056,1160.79413437553,"2018_2022"
"783",22306039,206.996183,589.581276250399,"2018_2022"
"784",22296290,316.261658,0,"2018_2022"
"785",22287983,316.261658,927.752519767852,"2018_2022"
"786",22290307,306.635056,1160.79413437553,"2018_2022"
"787",22296002,306.635056,0,"2018_2022"
"788",22288467,306.635056,0,"2018_2022"
"789",22306111,1021.892696,0,"2018_2022"
"790",22288229,316.261658,0,"2018_2022"
"791",22306633,306.635056,0,"2018_2022"
"792",22296428,1021.892696,0,"2018_2022"
"793",22288061,316.261658,0,"2018_2022"
"794",22290465,306.635056,0,"2018_2022"
"795",22295712,1021.892696,0,"2018_2022"
"796",22303411,1021.892696,0,"2018_2022"
"797",22288071,316.261658,0,"2018_2022"
"798",22290167,1021.892696,0,"2018_2022"
"799",22304233,316.261658,0,"2018_2022"
"800",22295850,316.261658,0,"2018_2022"
"801",22304427,1021.892696,0,"2018_2022"
"802",22289929,316.261658,0,"2018_2022"
"803",22306279,206.996183,0,"2018_2022"
"804",22296076,206.996183,0,"2018_2022"
"805",22304907,306.635056,0,"2018_2022"
"806",22296658,1021.892696,0,"2018_2022"
"807",22296044,1021.892696,0,"2018_2022"
"808",22290421,306.635056,0,"2018_2022"
"809",22305567,206.996183,0,"2018_2022"
"810",22288335,206.996183,0,"2018_2022"
"811",22304089,316.261658,0,"2018_2022"
"812",22304581,316.261658,0,"2018_2022"
"813",22305677,316.261658,0,"2018_2022"
"814",22304453,1021.892696,0,"2018_2022"
"815",22306341,316.261658,0,"2018_2022"
"816",22288379,306.635056,0,"2018_2022"
"817",22294114,316.261658,0,"2018_2022"
"818",22305429,316.261658,0,"2018_2022"
"819",22296014,1021.892696,0,"2018_2022"
"820",22296678,206.996183,0,"2018_2022"
"821",8968542,139.427349810237,555.397337751789,"2013_2018"
"822",8968586,139.427349810237,0,"2013_2018"
"823",8968692,121.697538540949,0,"2013_2018"
"824",8968742,511.96421246976,0,"2013_2018"
"825",8968784,511.96421246976,0,"2013_2018"
"826",8968788,139.427349810237,0,"2013_2018"
"827",8968838,139.427349810237,0,"2013_2018"
"828",8968914,131.644460565446,0,"2013_2018"
"829",8968976,511.96421246976,0,"2013_2018"
"830",8969032,511.96421246976,0,"2013_2018"
"831",8969056,121.697538540949,0,"2013_2018"
"832",8969106,511.96421246976,0,"2013_2018"
"833",8969152,139.427349810237,0,"2013_2018"
"834",8969174,131.644460565446,0,"2013_2018"
"835",8969248,131.644460565446,0,"2013_2018"
"836",8969354,511.96421246976,2423.71097430243,"2013_2018"
"837",8969440,131.644460565446,0,"2013_2018"
"838",8969588,121.697538540949,0,"2013_2018"
"839",8969728,131.644460565446,0,"2013_2018"
"840",8969788,511.96421246976,0,"2013_2018"
"841",8969860,121.697538540949,0,"2013_2018"
"842",8969912,121.697538540949,0,"2013_2018"
"843",8969928,121.697538540949,0,"2013_2018"
"844",8969932,121.697538540949,0,"2013_2018"
"845",8969938,121.697538540949,0,"2013_2018"
"846",8970018,121.697538540949,0,"2013_2018"
"847",8970368,511.96421246976,0,"2013_2018"
"848",8970378,511.96421246976,2423.71097430243,"2013_2018"
"849",9049117,511.96421246976,0,"2013_2018"
"850",9049121,511.96421246976,0,"2013_2018"
"851",9049129,511.96421246976,0,"2013_2018"
"852",9049185,511.96421246976,0,"2013_2018"
"853",15444403,139.427349810237,0,"2013_2018"
"854",15444447,139.427349810237,555.397337751789,"2013_2018"
"855",15444759,139.427349810237,0,"2013_2018"
"856",15444771,139.427349810237,0,"2013_2018"
"857",15444833,511.96421246976,2423.71097430243,"2013_2018"
"858",15444871,121.697538540949,0,"2013_2018"
"859",15444931,121.697538540949,0,"2013_2018"
"860",15444937,121.697538540949,0,"2013_2018"
"861",15444983,511.96421246976,0,"2013_2018"
"862",15445057,511.96421246976,0,"2013_2018"
"863",15445073,139.427349810237,0,"2013_2018"
"864",15445077,139.427349810237,0,"2013_2018"
"865",15445085,511.96421246976,0,"2013_2018"
"866",15445099,139.427349810237,0,"2013_2018"
"867",15445101,131.644460565446,0,"2013_2018"
"868",15445115,121.697538540949,0,"2013_2018"
"869",15445117,131.644460565446,0,"2013_2018"
"870",15445119,511.96421246976,0,"2013_2018"
"871",6240183,200.153314401332,0,"2013_2018"
"872",6240223,200.153314401332,947.554092340324,"2013_2018"
"873",6240233,41.5630910326697,0,"2013_2018"
"874",6240355,41.5630910326697,0,"2013_2018"
"875",6240359,36.0793341113604,0,"2013_2018"
"876",6241445,36.0793341113604,0,"2013_2018"
"877",6241835,41.5630910326697,165.563141949537,"2013_2018"
"878",6241839,36.0793341113604,0,"2013_2018"
"879",6241841,36.0793341113604,0,"2013_2018"
"880",6241843,200.153314401332,0,"2013_2018"
"881",6241853,36.0793341113604,172.880090174826,"2013_2018"
"882",6261360,200.153314401332,0,"2013_2018"
"883",6261382,41.5630910326697,0,"2013_2018"
"884",7732053,41.5630910326697,0,"2013_2018"
"885",7732169,41.5630910326697,0,"2013_2018"
"886",7732303,36.0793341113604,0,"2013_2018"
"887",7732381,41.5630910326697,0,"2013_2018"
"888",7732753,41.5630910326697,0,"2013_2018"
"889",7733289,36.0793341113604,0,"2013_2018"
"890",7733341,3.01924691908694,0,"2013_2018"
"891",7734337,3.01924691908694,0,"2013_2018"
"892",7737521,3.01924691908694,0,"2013_2018"
"893",9496176,41.5630910326697,0,"2013_2018"
"894",9496218,41.5630910326697,0,"2013_2018"
"895",9496274,41.5630910326697,165.563141949537,"2013_2018"
"896",9496316,200.153314401332,0,"2013_2018"
"897",9496440,36.0793341113604,0,"2013_2018"
"898",9496622,36.0793341113604,172.880090174826,"2013_2018"
"899",9496698,36.0793341113604,0,"2013_2018"
"900",9498810,200.153314401332,0,"2013_2018"
"901",9498872,200.153314401332,0,"2013_2018"
"902",9498890,41.5630910326697,0,"2013_2018"
"903",9499614,200.153314401332,0,"2013_2018"
"904",9499672,200.153314401332,0,"2013_2018"
"905",9499704,200.153314401332,947.554092340324,"2013_2018"
"906",9499882,200.153314401332,0,"2013_2018"
"907",9500024,200.153314401332,0,"2013_2018"
"908",9503990,41.5630910326697,0,"2013_2018"
"909",9503992,41.5630910326697,0,"2013_2018"
"910",9509774,41.5630910326697,0,"2013_2018"
"911",15509066,180.585823719367,865.306809503146,"2013_2018"
"912",15509072,211.725620267097,0,"2013_2018"
"913",15509276,180.585823719367,865.306809503146,"2013_2018"
"914",15510326,754.229895546105,0,"2013_2018"
"915",15510358,227.26411157177,0,"2013_2018"
"916",15510610,754.229895546105,0,"2013_2018"
"917",15510676,180.585823719367,865.306809503146,"2013_2018"
"918",15510814,754.229895546105,0,"2013_2018"
"919",15510832,754.229895546105,0,"2013_2018"
"920",15510910,754.229895546105,0,"2013_2018"
"921",15511484,211.725620267097,0,"2013_2018"
"922",15512544,227.26411157177,0,"2013_2018"
"923",15512594,754.229895546105,3570.63097469932,"2013_2018"
"924",15512716,227.26411157177,905.287826995756,"2013_2018"
"925",15512720,754.229895546105,0,"2013_2018"
"926",15512784,227.26411157177,905.287826995756,"2013_2018"
"927",15512860,754.229895546105,3570.63097469932,"2013_2018"
"928",15512888,754.229895546105,0,"2013_2018"
"929",15512910,754.229895546105,0,"2013_2018"
"930",15512916,754.229895546105,0,"2013_2018"
"931",15513054,180.585823719367,865.306809503146,"2013_2018"
"932",15513146,227.26411157177,0,"2013_2018"
"933",15513238,754.229895546105,0,"2013_2018"
"934",15513298,180.585823719367,865.306809503146,"2013_2018"
"935",15513366,227.26411157177,0,"2013_2018"
"936",15513386,180.585823719367,0,"2013_2018"
"937",15513474,754.229895546105,0,"2013_2018"
"938",15513540,180.585823719367,865.306809503146,"2013_2018"
"939",15513578,227.26411157177,0,"2013_2018"
"940",15513728,754.229895546105,0,"2013_2018"
"941",15513790,227.26411157177,0,"2013_2018"
"942",15513860,227.26411157177,0,"2013_2018"
"943",15513940,227.26411157177,905.287826995756,"2013_2018"
"944",15514010,754.229895546105,0,"2013_2018"
"945",15514064,227.26411157177,0,"2013_2018"
"946",15514080,180.585823719367,865.306809503146,"2013_2018"
"947",15514238,754.229895546105,3570.63097469932,"2013_2018"
"948",15514250,754.229895546105,0,"2013_2018"
"949",15514354,180.585823719367,0,"2013_2018"
"950",15514448,754.229895546105,0,"2013_2018"
"951",15514914,211.725620267097,0,"2013_2018"
"952",15515150,211.725620267097,0,"2013_2018"
"953",15516684,227.26411157177,0,"2013_2018"
"954",15516702,227.26411157177,0,"2013_2018"
"955",15517518,211.725620267097,0,"2013_2018"
"956",15517566,180.585823719367,865.306809503146,"2013_2018"
"957",15517598,180.585823719367,865.306809503146,"2013_2018"
"958",15517610,227.26411157177,0,"2013_2018"
"959",904420003,227.26411157177,0,"2013_2018"
"960",904420005,227.26411157177,0,"2013_2018"
"961",8110483,469.45374915514,0,"2013_2018"
"962",8110509,469.45374915514,0,"2013_2018"
"963",8110527,469.45374915514,2222.46042993081,"2013_2018"
"964",8110531,125.782515364468,0,"2013_2018"
"965",8110559,144.565574287051,0,"2013_2018"
"966",8110591,469.45374915514,2222.46042993081,"2013_2018"
"967",8110675,469.45374915514,2222.46042993081,"2013_2018"
"968",8110711,144.565574287051,0,"2013_2018"
"969",8110713,144.565574287051,0,"2013_2018"
"970",8110899,125.782515364468,0,"2013_2018"
"971",8110957,125.782515364468,0,"2013_2018"
"972",8110977,125.782515364468,0,"2013_2018"
"973",8117095,144.565574287051,575.865030776705,"2013_2018"
"974",8117119,469.45374915514,0,"2013_2018"
"975",8117177,144.565574287051,0,"2013_2018"
"976",8117199,469.45374915514,0,"2013_2018"
"977",8117347,124.433485985025,0,"2013_2018"
"978",8117731,469.45374915514,2222.46042993081,"2013_2018"
"979",8117733,144.565574287051,0,"2013_2018"
"980",8117783,469.45374915514,0,"2013_2018"
"981",8117809,144.565574287051,0,"2013_2018"
"982",8117811,469.45374915514,0,"2013_2018"
"983",8117897,144.565574287051,575.865030776705,"2013_2018"
"984",8117965,469.45374915514,0,"2013_2018"
"985",8117975,469.45374915514,0,"2013_2018"
"986",8118015,144.565574287051,0,"2013_2018"
"987",8118039,469.45374915514,0,"2013_2018"
"988",8118079,125.782515364468,0,"2013_2018"
"989",8118217,469.45374915514,0,"2013_2018"
"990",8118243,125.782515364468,637.845785376291,"2013_2018"
"991",8118261,124.433485985025,0,"2013_2018"
"992",8118547,125.782515364468,0,"2013_2018"
"993",8118787,469.45374915514,0,"2013_2018"
"994",8118805,124.433485985025,596.243606144755,"2013_2018"
"995",8118811,124.433485985025,0,"2013_2018"
"996",8118853,144.565574287051,0,"2013_2018"
"997",8118899,125.782515364468,0,"2013_2018"
"998",8118951,469.45374915514,0,"2013_2018"
"999",8118965,144.565574287051,0,"2013_2018"
"1000",8118997,124.433485985025,0,"2013_2018"
"1001",8118999,469.45374915514,0,"2013_2018"
"1002",8119021,144.565574287051,0,"2013_2018"
"1003",8119077,469.45374915514,0,"2013_2018"
"1004",8119157,144.565574287051,0,"2013_2018"
"1005",8119183,125.782515364468,0,"2013_2018"
"1006",8119227,125.782515364468,0,"2013_2018"
"1007",8121477,144.565574287051,0,"2013_2018"
"1008",1748541,196.21820913178,781.619037574312,"2013_2018"
"1009",1748551,600.086503999616,0,"2013_2018"
"1010",1748553,196.21820913178,0,"2013_2018"
"1011",1748583,139.402543823155,0,"2013_2018"
"1012",1748635,196.21820913178,0,"2013_2018"
"1013",1749283,165.375730356941,0,"2013_2018"
"1014",1749399,165.375730356941,0,"2013_2018"
"1015",1750379,196.21820913178,781.619037574312,"2013_2018"
"1016",1750519,600.086503999616,0,"2013_2018"
"1017",1750575,600.086503999616,0,"2013_2018"
"1018",1752011,600.086503999616,0,"2013_2018"
"1019",1752021,600.086503999616,0,"2013_2018"
"1020",1752119,165.375730356941,0,"2013_2018"
"1021",2612796,600.086503999616,0,"2013_2018"
"1022",2612836,600.086503999616,0,"2013_2018"
"1023",2612840,139.402543823155,0,"2013_2018"
"1024",2612856,139.402543823155,0,"2013_2018"
"1025",2612928,139.402543823155,0,"2013_2018"
"1026",2613362,139.402543823155,0,"2013_2018"
"1027",2613414,139.402543823155,0,"2013_2018"
"1028",2613546,139.402543823155,0,"2013_2018"
"1029",2613694,600.086503999616,0,"2013_2018"
"1030",2613806,196.21820913178,0,"2013_2018"
"1031",2613856,600.086503999616,2840.8943630226,"2013_2018"
"1032",2613868,196.21820913178,0,"2013_2018"
"1033",2613922,196.21820913178,0,"2013_2018"
"1034",2614020,196.21820913178,0,"2013_2018"
"1035",2615092,139.402543823155,667.970319861272,"2013_2018"
"1036",2615112,196.21820913178,0,"2013_2018"
"1037",2615122,139.402543823155,0,"2013_2018"
"1038",2615124,600.086503999616,2840.8943630226,"2013_2018"
"1039",2617044,600.086503999616,0,"2013_2018"
"1040",2617284,165.375730356941,0,"2013_2018"
"1041",2617298,165.375730356941,838.623812745748,"2013_2018"
"1042",2617430,165.375730356941,0,"2013_2018"
"1043",2617570,165.375730356941,0,"2013_2018"
"1044",2617572,165.375730356941,0,"2013_2018"
"1045",4147510,196.21820913178,0,"2013_2018"
"1046",4147518,139.402543823155,0,"2013_2018"
"1047",4147716,139.402543823155,0,"2013_2018"
"1048",4147754,165.375730356941,0,"2013_2018"
"1049",4147880,165.375730356941,0,"2013_2018"
"1050",4147902,600.086503999616,0,"2013_2018"
"1051",4147956,139.402543823155,0,"2013_2018"
"1052",4147964,196.21820913178,781.619037574312,"2013_2018"
"1053",4148006,600.086503999616,0,"2013_2018"
"1054",4150218,139.402543823155,0,"2013_2018"
"1055",4150288,139.402543823155,0,"2013_2018"
"1056",4150568,600.086503999616,0,"2013_2018"
"1057",4151522,165.375730356941,838.623812745748,"2013_2018"
"1058",15537229,278.770525972392,0,"2013_2018"
"1059",15537425,178.77377707534,0,"2013_2018"
"1060",15537431,178.77377707534,856.624088634367,"2013_2018"
"1061",15537603,707.634705536279,3350.04275656641,"2013_2018"
"1062",15537651,281.232903270766,0,"2013_2018"
"1063",15538549,278.770525972392,0,"2013_2018"
"1064",15539083,278.770525972392,0,"2013_2018"
"1065",15539193,178.77377707534,856.624088634367,"2013_2018"
"1066",15539223,278.770525972392,0,"2013_2018"
"1067",15539305,278.770525972392,1110.45937672527,"2013_2018"
"1068",15539405,178.77377707534,0,"2013_2018"
"1069",15539429,278.770525972392,0,"2013_2018"
"1070",15539471,278.770525972392,0,"2013_2018"
"1071",15539615,278.770525972392,1110.45937672527,"2013_2018"
"1072",15539665,278.770525972392,0,"2013_2018"
"1073",15539767,707.634705536279,0,"2013_2018"
"1074",15539857,178.77377707534,0,"2013_2018"
"1075",15540207,707.634705536279,0,"2013_2018"
"1076",15540239,278.770525972392,0,"2013_2018"
"1077",15540245,278.770525972392,0,"2013_2018"
"1078",15541217,281.232903270766,0,"2013_2018"
"1079",15541359,278.770525972392,0,"2013_2018"
"1080",15541551,178.77377707534,856.624088634367,"2013_2018"
"1081",15547435,707.634705536279,3350.04275656641,"2013_2018"
"1082",15547527,707.634705536279,0,"2013_2018"
"1083",15547757,707.634705536279,0,"2013_2018"
"1084",15547909,178.77377707534,856.624088634367,"2013_2018"
"1085",15547919,278.770525972392,0,"2013_2018"
"1086",15547963,278.770525972392,0,"2013_2018"
"1087",15548141,707.634705536279,0,"2013_2018"
"1088",15548189,281.232903270766,0,"2013_2018"
"1089",15548219,281.232903270766,0,"2013_2018"
"1090",15548983,278.770525972392,0,"2013_2018"
"1091",15549139,707.634705536279,0,"2013_2018"
"1092",15549245,178.77377707534,0,"2013_2018"
"1093",15549541,707.634705536279,0,"2013_2018"
"1094",15549551,281.232903270766,0,"2013_2018"
"1095",15549637,178.77377707534,0,"2013_2018"
"1096",15549957,178.77377707534,0,"2013_2018"
"1097",15550015,178.77377707534,0,"2013_2018"
"1098",15550083,278.770525972392,0,"2013_2018"
"1099",15550109,278.770525972392,0,"2013_2018"
"1100",15550239,178.77377707534,856.624088634367,"2013_2018"
"1101",15550269,178.77377707534,0,"2013_2018"
"1102",15550733,178.77377707534,0,"2013_2018"
"1103",15550853,278.770525972392,1110.45937672527,"2013_2018"
"1104",15550903,178.77377707534,0,"2013_2018"
"1105",15550925,278.770525972392,0,"2013_2018"
"1106",15551037,278.770525972392,0,"2013_2018"
"1107",7709860,73.1291489741703,0,"2013_2018"
"1108",7710206,22.3887691612536,0,"2013_2018"
"1109",7711876,73.1291489741703,0,"2013_2018"
"1110",7711984,73.1291489741703,0,"2013_2018"
"1111",7711996,22.3887691612536,0,"2013_2018"
"1112",7712026,22.3887691612536,0,"2013_2018"
"1113",7712040,73.1291489741703,0,"2013_2018"
"1114",7712140,27.7677994152778,0,"2013_2018"
"1115",7712156,73.1291489741703,0,"2013_2018"
"1116",7712190,22.3887691612536,0,"2013_2018"
"1117",7712206,19.6179948382867,0,"2013_2018"
"1118",7712238,73.1291489741703,0,"2013_2018"
"1119",7712284,19.6179948382867,0,"2013_2018"
"1120",7712300,19.6179948382867,0,"2013_2018"
"1121",7712320,27.7677994152778,0,"2013_2018"
"1122",7712332,73.1291489741703,0,"2013_2018"
"1123",7712390,27.7677994152778,0,"2013_2018"
"1124",7712406,27.7677994152778,0,"2013_2018"
"1125",7712432,22.3887691612536,0,"2013_2018"
"1126",7712506,27.7677994152778,0,"2013_2018"
"1127",7712510,22.3887691612536,0,"2013_2018"
"1128",7712572,22.3887691612536,0,"2013_2018"
"1129",7712622,73.1291489741703,0,"2013_2018"
"1130",7712646,22.3887691612536,0,"2013_2018"
"1131",7712660,19.6179948382867,0,"2013_2018"
"1132",7712722,22.3887691612536,0,"2013_2018"
"1133",7712756,27.7677994152778,0,"2013_2018"
"1134",7712768,27.7677994152778,0,"2013_2018"
"1135",7712818,19.6179948382867,0,"2013_2018"
"1136",7712882,22.3887691612536,0,"2013_2018"
"1137",7712894,73.1291489741703,0,"2013_2018"
"1138",7712902,22.3887691612536,0,"2013_2018"
"1139",7713038,73.1291489741703,0,"2013_2018"
"1140",7713102,22.3887691612536,0,"2013_2018"
"1141",7713500,19.6179948382867,0,"2013_2018"
"1142",7713516,73.1291489741703,0,"2013_2018"
"1143",7713582,73.1291489741703,0,"2013_2018"
"1144",7713588,73.1291489741703,0,"2013_2018"
"1145",7713590,73.1291489741703,0,"2013_2018"
"1146",7713688,27.7677994152778,0,"2013_2018"
"1147",7713690,19.6179948382867,0,"2013_2018"
"1148",7713718,19.6179948382867,0,"2013_2018"
"1149",7713726,19.6179948382867,0,"2013_2018"
"1150",7713740,22.3887691612536,0,"2013_2018"
"1151",900510082,22.3887691612536,0,"2013_2018"
"1152",9521097,154.32249073035,739.461710438442,"2013_2018"
"1153",9521153,178.934019845291,0,"2013_2018"
"1154",9521225,106.297647173954,539.037608278548,"2013_2018"
"1155",9521239,154.32249073035,0,"2013_2018"
"1156",9521251,178.934019845291,0,"2013_2018"
"1157",9521333,543.480096968788,2572.91162791189,"2013_2018"
