SMAS_ID,COMID,YEAR,LAT,LONG,NOTES,MILES,BASIN,RECENT_SAMPLE_DATE,PREVIOUS_SAMPLE_DATE_1,PREVIOUS_SAMPLE_DATE_2,PREVIOUS_SAMPLE_DATE_3,PREVIOUS_SAMPLE_DATE_4,PREVIOUS_SAMPLE_DATE_5,PREVIOUS_SAMPLE_DATE_6,PREVIOUS_SAMPLE_DATE_7,
04-BLCB-1.8,15550881,2009,42.31724167,-78.13034058,,0,,9/7/2010,7/28/2009,,,,,,,
04-BLCE-5.2,15550011,2009,42.3684082,-77.92115784,,0,,7/24/2019,7/29/2009,,,,,,,
04-CASD-0.4,15541345,2009,42.82201004,78.0936203,,0,,7/29/2009,,,,,,,,
04-DICE-3.2,15540213,2009,42.759875,-77.584911,,0,,7/29/2009,,,,,,,,
04-DYKE-8.1,15550101,2009,42.14944458,-77.81890869,,0,,7/28/2009,,,,,,,,
04-GENS_T43-3.0,15539315,2009,42.88143921,-77.79347992,,0,,7/29/2009,,,,,,,,
04-GENS_T44-1.0,15539203,2009,42.90039063,-77.83831024,,0,,7/29/2009,,,,,,,,
04-GENS-50.4,15539513,2009,42.82994843,-77.82592773,,0,,7/29/2009,,,,,,,,
04-HONY-1.4,15538999,2009,42.9781456,-77.69799805,,0,,7/29/2009,,,,,,,,
04-KESH-13.6,15547719,2009,42.58718109,-77.92111969,,0,,7/29/2009,,,,,,,,
04-LMIL-0.4,15548223,2009,42.54509735,-77.67532349,,0,,7/29/2009,,,,,,,,
04-OATK-16.3,15537637,2009,42.00411987,-77.9809494,,0,,7/1/2014,7/29/2009,,,,,,,
04-PHIP-0.1,15550965,2009,42.226765,-78.031189,,0,,9/7/2010,7/28/2009,,,,,,,
04-SPRG-0.3,15539065,2009,42.960163,-77.618935,,0,,9/8/2010,7/29/2009,,,,,,,
04-SPRI-1.8,15538645,2009,43.09191895,-78.0741806,,0,,7/29/2009,,,,,,,,
04-STCK-0.6,15541481,2009,42.73292923,-78.1416626,,0,,7/29/2009,,,,,,,,
04-SUGA_T7-1.0,15547947,2009,42.52196884,-77.83081818,,0,,7/29/2009,,,,,,,,
04-VCAM_S-2.3,15551033,2009,42.176201,-78.144624,,0,,7/28/2009,,,,,,,,
04-WCOY-5.6,15549537,2009,42.50344086,-78.13059235,,0,,6/24/2014,7/29/2009,,,,,,,
09-BCKB-0.6,15478639,2009,44.43864059,-75.04945374,,0,,8/5/2009,,,,,,,,
09-BLAP-1.8,15484455,2009,44.13639069,-75.70722198,,0,,8/4/2009,,,,,,,,
09-BLAP-17.4,15487125,2009,44.05120468,-75.5554657,,0,,8/4/2009,,,,,,,,
09-COLN-0.9,15449186,2009,44.87493134,-74.22966766,,0,,8/4/2009,,,,,,,,
09-DERR-32.0,25371879,2009,44.72969055,-74.50167084,,0,,8/5/2009,,,,,,,,
09-DERR-9.9,15454934,2009,44.84106827,-74.69142151,,0,,8/4/2009,,,,,,,,
09-DEVE-0.4,15449508,2009,44.80333328,-74.44480133,,0,,8/5/2009,,,,,,,,
09-EDEE-13.4,15449328,2009,44.87034988,-74.36071014,,0,,9/21/2015,8/7/2014,7/22/2014,8/4/2009,,,,,
09-FIRS-0.2,15477027,2009,44.30532837,-74.99440002,,0,,8/6/2009,,,,,,,,
09-GRAN-6.8,15475965,2009,44.57611084,-75.05110931,,0,,8/4/2009,,,,,,,,
09-GRAS-44.4,15476289,2009,44.61111069,-75.1847229,,0,,8/4/2009,,,,,,,,
09-GTCH_M_T2-0.1,15492148,2009,44.09080887,-75.29246521,,0,,8/6/2009,,,,,,,,
09-GTCH_T27-1.4,15491080,2009,44.42533875,-75.39026642,,0,,8/6/2009,,,,,,,,
09-GTCH_W-11.9,15491770,2009,44.21058655,-75.30986786,,0,,8/6/2009,,,,,,,,
09-GTCH_W-41.9,15495400,2009,43.98989868,-75.25471497,,0,,8/6/2009,,,,,,,,
09-LSAL-20.7,15450218,2009,44.86566162,-74.49298096,,0,,8/5/2009,,,,,,,,
09-MARB-0.6,15452090,2009,44.95851135,-74.11991882,,0,,8/4/2009,,,,,,,,
09-PLST-0.8,15484595,2009,44.08776855,-75.7950592,,0,,9/18/2019,8/17/2010,8/4/2009,,,,,,
09-RAQU-21.9,15465151,2009,44.81899643,-74.98879242,,0,,9/11/2019,8/5/2009,,,,,,,
09-SAL9-28.3,15450280,2009,44.76777649,-74.23222351,,0,,7/22/2014,8/4/2009,,,,,,,
14-BEAV-10.0,1750585,2009,41.94638824,-74.97972107,,0,,9/2/2009,,,,,,,,
14-BLAB-1.7,4147788,2009,41.55052948,-74.76078796,,0,,9/2/2009,,,,,,,,
14-BUSH-0.6,1748567,2009,42.1511116,-74.60111237,,0,,9/23/2020,9/26/2019,10/25/2018,9/26/2017,9/9/2016,9/1/2009,,,
14-CALL_E-9.5,2615114,2009,41.76472092,-74.94139099,,0,,9/30/2014,9/1/2009,,,,,,,
14-EDEL-24.7,1749399,2009,42.03936005,-75.06767273,,0,,8/5/2014,8/31/2009,,,,,,,
14-GAUP-1.6,1750597,2009,41.93066025,-74.71440125,,0,,9/1/2009,,,,,,,,
14-HUMP-1.4,2616710,2009,41.88298035,-75.22763062,,0,,9/2/2009,,,,,,,,
14-KIAM-1.2,4147570,2009,41.67882156,-74.63820648,,0,,9/1/2009,,,,,,,,
14-NEVR-26.2,4147474,2009,41.63444519,-74.61916351,,0,,8/20/2019,,,,,,,,
14-OQUA_T23-1.2,2613410,2009,42.19157028,-75.41049957,,0,,9/2/2009,,,,,,,,
14-PIMT-0.1,1749197,2009,42.06483078,-75.10475922,,0,,8/31/2009,,,,,,,,
14-PLAT-5.4,1748543,2009,42.19498062,-74.67671204,,0,,9/1/2009,,,,,,,,
14-TENR-6.0,2615166,2009,41.6305542,-74.99861145,,0,,9/2/2009,,,,,,,,
14-TRMP-3.1,1748589,2009,42.12555695,-74.81194305,,0,,9/1/2009,,,,,,,,
14-WDEL_T33-0.4,2613636,2009,42.15042877,-75.18153381,,0,,9/1/2009,,,,,,,,
14-WDEL-49.5,2612856,2009,42.19577026,-74.98856354,,0,,8/31/2009,,,,,,,,
14-WDEL-51.0,2612944,2009,42.20916748,-74.97416687,,0,,8/22/2019,8/7/2014,8/31/2009,,,,,,
14-WDEL-68.4,2612808,2009,42.33959961,-74.76609802,,0,,8/31/2009,,,,,,,,
14-WILL-0.5,1750437,2009,41.93027878,-74.91527557,,0,,9/1/2009,,,,,,,,
06-APUS_T2-0.6,9421801,2008,42.832225,-76.028229,,0,,8/5/2008,,,,,,,,
06-BIBS_T1-0.6,9424453,2008,42.411912,-76.048543,,0,,8/5/2008,,,,,,,,
06-BTNT-16.0,8085553,2008,42.5456,-75.2383,,0,,8/6/2008,7/7/2003,,,,,,,
06-BTNT-2.8,8086469,2008,42.4372,-75.3456,,0,,8/6/2008,7/7/2003,,,,,,,
06-CAYU-17.3,8101449,2008,42.217816,-76.598245,,0,,8/7/2008,,,,,,,,
06-CHAR-9.5,8085973,2008,42.46797564,-74.88647698,,0,,7/14/2009,8/7/2008,,,,,,,
06-DDLY_T6-1.0,9424523,2008,42.3737064,-76.12209012,,0,,8/8/2018,8/5/2008,,,,,,,
06-DILA-52.9,8085001,2008,42.86596014,-75.2153724,,0,,7/15/2009,7/15/2009,8/5/2008,,,,,,
06-FLIC_T7-3.8,8083585,2008,42.800806,-74.981216,,0,,8/6/2008,,,,,,,,
06-FLYS-0.3,9420473,2008,42.609699,-75.526901,,0,,8/5/2008,,,,,,,,
06-LCHO-2.0,8099951,2008,42.11677981,-75.9564112,,0.34,,7/29/2014,7/23/2013,8/6/2008,,,,,,
06-MASV_E-1.4,8087161,2008,42.241513,-75.347459,,0,,8/7/2008,,,,,,,,
06-MERR-6.6,9422701,2008,42.480631,-75.980037,,0,,8/5/2008,,,,,,,,
06-NANG-66.3,9420207,2008,42.70000845,-75.52653631,,0,,7/25/2013,8/5/2008,,,,,,,
06-NANT_E-6.3,8101085,2008,42.285451,-76.005125,,0,,8/5/2008,,,,,,,,
06-NING-5.1,9422361,2008,42.663539,-76.014322,,0,,8/5/2008,,,,,,,,
06-NVUS-0.9,8085959,2008,42.4856,-74.9694,,0,,9/8/2018,7/30/2014,9/27/2013,7/14/2009,8/7/2008,8/24/2004,7/21/2003,,
06-OAKS_T2-0.8,8083681,2008,42.700683,-74.961331,,0,,8/7/2008,,,,,,,,
06-OTGO_T30-2.7,8085385,2008,42.627799,-75.025343,,0,,8/6/2008,,,,,,,,
06-OTTC-4.6,9422145,2008,42.562789,-76.208218,Historical site is 0.46 miles from recent site,0.46,,8/5/2008,,,,,,,,
06-OWGO_W-2.5,8101653,2008,42.19622,-76.241715,,0,,8/5/2008,,,,,,,,
06-OWGO_W-7.8,8101217,2008,42.26257,-76.244297,,0,,8/7/2008,,,,,,,,
06-PANE-8.6,9419701,2008,42.87680088,-75.50475022,,0,,8/29/2013,,,,,,,,
06-PAYN_T3-1.0,9419803,2008,42.82998,-75.556773,,0,,8/5/2008,,,,,,,,
06-PIPE-9.6,8101911,2008,42.157237,-76.378708,,0,,8/6/2008,,,,,,,,
06-PLSN-5.8,9419957,2008,42.776007,-75.431908,,0,,8/5/2008,,,,,,,,
06-PROP-0.1,8101187,2008,42.2625,-76.3761,,0,,8/8/2018,7/16/2009,8/7/2008,9/11/2003,,,,,
06-SLEB-0.9,9420109,2008,42.732851,-75.584284,,0,,8/5/2008,,,,,,,,
06-SUGC-0.3,8102505,2008,42.033574,-76.013109,,0,,8/6/2008,,,,,,,,
06-SUSQ-3.8,8103067,2008,42.04,-76.4464,,0,,8/6/2008,,,,,,,,
06-SUSQ-46.3,8088159,2008,42.018548,-75.786095,Sampled SUSQ-2A instead- Historic site 0.29 miles from recent site,0.29,,8/7/2008,,,,,,,,
06-TROS-0.5,9422075,2008,42.598194,-76.080215,,0,,8/5/2008,,,,,,,,
06-USSQ-69.1,8087979,2008,42.141209,-75.587889,Historic site 0.10 miles away from recent site,0.1,,8/7/2008,,,,,,,,
10-BIGC_T6-4.3,10313568,2008,43.381927,-73.36739,,0,,7/1/2008,,,,,,,,
10-BOQT-23.2,9528335,2008,44.2467637,-73.51467174,,0.32,,7/17/2018,,,,,,,,
10-CBRK_E-0.6,9521227,2008,44.632978,-73.915437,,0,,7/22/2008,,,,,,,,
10-COLW-0.7,9528293,2008,44.326749,-73.480075,,0,,7/23/2008,,,,,,,,
10-DLET-2.4,9521197,2008,44.720376,-73.869896,,0,,7/22/2008,,,,,,,,
10-GCHZ_N-0.5,9521323,2008,44.9572,-73.6428,,0,,8/18/2009,7/2/2008,,,,,,,
10-GCHZ-29.4,9521123,2008,44.8889,-73.6453,,0,,7/30/2014,8/15/2013,8/18/2009,7/2/2008,,,,,
10-GILB-0.4,9528211,2008,44.139464,-73.795979,,0,,7/23/2008,,,,,,,,
10-INBR-1.5,10312448,2008,43.60279446,-73.65804404,,0,,7/1/2008,,,,,,,,
10-MILC-6.3,10311318,2008,44.052808,-73.543619,Historical site is 0.26 miles away from recent site ,0.26,,7/24/2008,,,,,,,,
10-REAB-3.8,9521361,2008,44.774632,-73.492739,,0,,7/22/2008,,,,,,,,
10-RILY-1.6,10312314,2008,43.824812,-73.49352,,0,,7/24/2008,,,,,,,,
10-RORE-4.7,9528359,2008,44.173113,-73.692679,Only macro data 2008,0,,7/23/2008,,,,,,,,
10-SABL_E-1.9,9528429,2008,44.417963,-73.679045,,0,,7/18/2018,7/23/2008,,,,,,,
10-SABL_E-20.9,9528147,2008,44.219024,-73.785659,Historic site 0.16 miles from recent site,0.16,,7/23/2008,,,,,,,,
10-SABL-13.1,9528395,2008,44.481942,-73.555666,,0,,7/23/2008,,,,,,,,
10-SABL-19.3,9528411,2008,44.448753,-73.653475,,0,,8/28/2008,7/23/2008,,,,,,,
10-SARA-34.1,9521273,2008,44.545147,-73.870636,,0,,7/22/2008,,,,,,,,
10-SARA-48.1,9524331,2008,44.394762,-74.057716,,0,,8/28/2008,7/23/2008,,,,,,,
10-SARS-0.1,9524333,2008,44.381783,-74.236928,,0,,7/23/2008,,,,,,,,
10-SMPL-0.3,9521109,2008,44.913168,-73.663888,Historic site 0.13 miles away from recent site,0.13,,7/22/2008,,,,,,,,
10-STYL-3.6,9528311,2008,44.301406,-73.727121,,0,,7/23/2008,,,,,,,,
10-WESB-1.4,9521251,2008,44.593178,-73.986773,,0,,7/18/2018,8/15/2013,7/22/2008,,,,,,
10-WHIF-1.6,9528025,2008,44.352288,-73.923142,,0,,8/27/2008,,,,,,,,
17-BLND-5.7,6240245,2008,41.00356469,-73.68734673,,0,,9/14/1999,,,,,,,,
17-BLND-6.8,6240359,2008,41.0222,-73.695,,0,,9/10/2008,,,,,,,,
17-MAMR-0.3,6241841,2008,40.9522,-73.7344,,0,,9/11/2018,9/18/2013,9/15/2009,9/11/2008,9/16/2003,,,,
17-MAMR-3.9,6241327,2008,40.98447411,-73.73988011,Historic site 0.21 miles from current site,0.21,,9/10/2008,,,,,,,,
17-MAMR-6.7,6240357,2008,41.0178,-73.7275,,0,,9/11/2018,9/10/2008,,,,,,,
17-MANH-1.6,6240223,2008,41.04652642,-73.80462497,,0,,9/10/2008,,,,,,,,
17-MILI-0.5,7733289,2008,41.18382347,-73.56191954,,0,,9/10/2008,,,,,,,,
17-PENA-1.1,9499660,2008,40.72733293,-73.24423939,,0,,9/11/2008,,,,,,,,
05-DRUN-0.2,8119017,2007,42.21806,-77.1367,,0,,8/1/2007,,,,,,,,
12-CANW-27.6,22751809,2006,43.271,-75.15899,"The epa site is .15 miles from the sampling site, however the most recent sampling date was in 2006",0.15,,8/9/2006,,,,,,,,
12-SPRT-0.2,22741107,2006,43.11306,-74.75472,,0,,7/31/2006,,,,,,,,
12-CAYA-15.4,22740625,2020,43.06778,-74.35806,missing from MG final file,,,,,,,,,,,
12-SCHO_T93_b-1.8,3246728,2020,42.53298,-74.387244,missing from MG final file,,,,,,,,,,,
12-CANW_T69-1.1,22741005,2020,43.382669,-74.900615,missing from MG final file,,,,,,,,,,,
12-FOX-1.1,3246096,2020,42.67889,-74.30473,missing from MG final file,,,,,,,,,,,
12-BATV-14.8,3247582,2020,42.295294,-74.349868,missing from MG final file,,,,,,,,,,,
12-DRCK-3.4,22743625,2020,43.239825,-75.342237,missing from MG final file,,,,,,,,,,,
12-OTSO_T3-1.2,22745199,2020,42.919293,-74.692776,missing from MG final file,,,,,,,,,,,
12-MOHK_T59_1-3.0,22745049,2020,42.934113,-74.093519,missing from MG final file,,,,,,,,,,,
12-SPRK-5.3,22740369,2020,43.130203,-74.649373,missing from MG final file,,,,,,,,,,,
12-NMIL-13.9,22742779,2020,43.2159,-75.1794,missing from MG final file,,,,,,,,,,,
12-CANW-0.9,22752131,2020,43.04,-74.99,missing from MG final file,,,,,,,,,,,
12-SCHO_T23-1.0,3246862,2020,42.878114,-74.261566,missing from MG final file,,,,,,,,,,,
12-SPCK_T15_6-0.2,22739963,2020,43.22719,-74.786903,missing from MG final file,,,,,,,,,,,
12-WESC-14.6,3245934,2020,42.733247,-74.617944,missing from MG final file,,,,,,,,,,,
