FID,Shape,siteID,xcoord,ycoord,mdcaty,wgt,stratum,panel,EvalStatus,EvalReason,status,COMID,LongitudeDD,LatitudeDD,GNIS_NAME,FDATE,RESOLUTION,GNIS_ID,LENGTHKM,REACHCODE,FLOWDIR,FCODE,FTYPE,DES_FTYPE,STATE,MAJ_RIVER,MAJ_RIV_NM,NRSA_NAME,HUC8,SO,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,WSA_9,WSA_9_NM,WSA_3,FEAT_NAME,OWNER,OWNER_CAT,OWNER_ADM,OWNER_CAT2,URBAN,FRAME14,sort_id,PSTL_CODE,STRAH_CAT,DES_CAT,DES_NRSA14,Basin
708,Point,NY18-1709,1690264.611,1024295.418,4th+,607.526017,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS,TS,15448828,-74.37063,44.929694,Salmon River,8/1/2004,Medium,964319,2.566686,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Salmon River,4150307,4,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,23870,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
709,Point,NY18-1710,1682865.027,952268.0687,4th+,607.526017,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS,TS,15467549,-74.665562,44.314314,Raquette River,8/1/2004,Medium,977242,2.185773,4.15031E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Raquette River,4150305,5,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,26951,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
710,Point,NY18-1711,1646091.419,913088.4863,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15492244,-75.223674,44.043935,Palmer Creek,8/1/2004,Medium,959786,4.786628,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Palmer Creek,4150302,2,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,29965,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
711,Point,NY18-1712,1638222.957,947759.0634,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS - CEDL - 0.1,TS,15478855,-75.225708,44.362868,Cedar Lake Stream,8/1/2004,Medium,976098,1.590737,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Cedar Lake Stream,4150304,2,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28215,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
712,Point,NY18-1713,1610104.66,981773.5806,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS - STLW-51.9,TS,25293246,-75.479547,44.715457,Saint Lawrence River,8/1/2004,Medium,977244,6.922957,4.1503E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Saint Lawrence River,4150301,6,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,60590,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
713,Point,NY18-1714,1705381.967,948590.059,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15467649,-74.400195,44.236904,Raquette River,8/1/2004,Medium,977242,1.574466,4.15031E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Raquette River,4150305,5,58ad,Central Adirondacks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,27000,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
714,Point,NY18-1715,1668496.809,924194.7133,1st,1192.023213,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,PB - too far of a hike,PB,15489740,-74.919408,44.097241,Dead Creek,8/1/2004,Medium,976227,3.062876,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Dead Creek,4150302,1,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,29125,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
715,Point,NY18-1716,1628156.975,968436.1494,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,25515866,-75.293116,44.563619,Gulf Creek,8/1/2004,Medium,977226,5.071064,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Gulf Creek,4150302,2,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,48860,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
716,Point,NY18-1717,1653778.471,1018735.102,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS - GRAS-4.9,PB,15475691,-74.837653,44.954182,Grass River,8/1/2004,Medium,977224,5.550026,4.1503E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Grass River,4150304,5,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,57324,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
717,Point,NY18-1718,1610532.625,973846.8403,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15489098,-75.495721,44.645104,Oswegatchie River,8/1/2004,Medium,976779,1.180538,4.1503E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Oswegatchie River,4150302,6,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28994,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
718,Point,NY18-1719,1678397.128,972242.2037,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NT,NT,15458154,-74.664418,44.498003,West Branch Saint Regis River,8/1/2004,Medium,977199,0.820668,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,West Branch Saint Regis River,4150306,5,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,25758,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
719,Point,NY18-1720,1659270.661,941936.0672,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,PB,PB,15477297,-74.98344,44.270684,Bend Brook,8/1/2004,Medium,975950,1.783786,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Bend Brook,4150304,2,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,27970,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
720,Point,NY18-1721,1689242.133,1007983.925,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15449508,-74.429834,44.788997,Develin Brook,8/1/2004,Medium,970073,4.774382,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Develin Brook,4150307,2,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,24239,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
721,Point,NY18-1722,1689868.971,946632.1542,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15467639,-74.595561,44.251008,Raquette River,8/1/2004,Medium,977242,0.764599,4.15031E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Raquette River,4150305,5,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,26996,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
722,Point,NY18-1723,1633125.189,906040.8148,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,PB - too far of a hike,PB,15484757,-75.401208,44.007338,Indian River,8/1/2004,Medium,977230,1.371456,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Indian River,4150303,3,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28700,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
723,Point,NY18-1724,1622536.574,938498.4362,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15491250,-75.443452,44.312094,Oswegatchie River,8/1/2004,Medium,976779,0.53863,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Oswegatchie River,4150302,6,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,29437,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
724,Point,NY18-1725,1636768.621,1000819.773,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15476223,-75.097927,44.830698,Grass River,8/1/2004,Medium,977224,6.391761,4.1503E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Grass River,4150304,5,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,27727,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
725,Point,NY18-1726,1701233.627,968651.9435,1st,1192.023213,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,PB,PB,15458324,-74.394164,44.420681, ,8/1/2004,Medium, ,1.80648,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150306,1,58ad,Central Adirondacks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,25847,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
726,Point,NY18-1727,1599142.297,955697.6953,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15503009,-75.684977,44.507699,Chippewa Creek,8/1/2004,Medium,976132,5.407083,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Chippewa Creek,4150301,2,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,30799,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
727,Point,NY18-1728,1668404.642,967747.5036,1st,1192.023213,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,25516766,-74.799791,44.47857, ,8/1/2004,Medium, ,3.34291,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150305,1,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,48905,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
728,Point,NY18-1729,1706394.961,992647.0977,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15456620,-74.262365,44.62003,Alder Brook,8/1/2004,Medium,969314,2.322197,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Alder Brook,4150306,3,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,25473,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
729,Point,NY18-1730,1667815.623,991819.3868,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15455540,-74.73973,44.69049,Big Hollow Brook,8/1/2004,Medium,975964,3.025978,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Big Hollow Brook,4150306,2,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,25030,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
730,Point,NY18-1731,1583360.044,923485.3341,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15502259,-75.964526,44.254952, ,8/1/2004,Medium, ,2.949469,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150301,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,30628,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
731,Point,NY18-1732,1648531.924,946415.2357,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15478925,-75.102829,44.330978,Plumb Brook,8/1/2004,Medium,976840,1.928083,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Plumb Brook,4150304,3,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28253,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
732,Point,NY18-1733,1677947.788,982621.2864,1st,1192.023213,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15455902,-74.640782,44.589736,Mud Pond Outlet,8/1/2004,Medium,976706,0.891578,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Mud Pond Outlet,4150306,1,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,25225,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
733,Point,NY18-1734,1688748.366,963632.3044,1st,1192.023213,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15458602,-74.56152,44.401941, ,8/1/2004,Medium, ,3.054378,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150306,1,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,25934,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
734,Point,NY18-1735,1607513.2,923891.6712,1st,1192.023213,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15484229,-75.66699,44.212838, ,8/1/2004,Medium, ,2.748122,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150303,1,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28563,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
735,Point,NY18-1736,1637915.028,941776.105,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15492634,-75.245797,44.311056,Oswegatchie River,8/1/2004,Medium,976779,1.60764,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Oswegatchie River,4150302,5,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,30070,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
736,Point,NY18-1737,1720906.867,943761.2137,1st,1192.023213,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15467415,-74.224118,44.1632,Calkins Brook,8/1/2004,Medium,945465,1.316535,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Calkins Brook,4150305,1,58j,Upper Montane/Alpine Zone,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,26872,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
737,Point,NY18-1738,1634064.101,960564.3926,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15479217,-75.241876,44.483154,Elm Creek,8/1/2004,Medium,977221,3.50202,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Elm Creek,4150304,3,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28303,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
738,Point,NY18-1739,1675985.568,919798.726,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15489816,-74.840046,44.043981, ,8/1/2004,Medium, ,3.185077,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150302,2,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,29163,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
739,Point,NY18-1740,1658706.28,958707.353,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15476851,-74.944055,44.418621,Gulf Brook,8/1/2004,Medium,976383,4.558844,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Gulf Brook,4150304,2,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,27805,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
740,Point,NY18-1741,1714421.674,995530.9801,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15449820,-74.155371,44.628865,Hatch Brook,8/1/2004,Medium,952354,1.98605,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Hatch Brook,4150307,3,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,24407,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
741,Point,NY18-1742,1619085.535,923453.5721,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15484313,-75.526262,44.18688, ,8/1/2004,Medium, ,0.174947,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150303,2,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH,Fort Drum,DOD,Army Active, , ,NonUrban,NRSA14_ST,50970,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
742,Point,NY18-1743,1681124.149,1023632.296,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15448788,-74.485517,44.942372,West Branch Deer Creek,8/1/2004,Medium,969116,6.452321,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,West Branch Deer Creek,4150307,3,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,23849,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
743,Point,NY18-1744,1640527.555,930765.0501,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15492756,-75.243728,44.209534,Big Creek,8/1/2004,Medium,975962,5.262245,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Big Creek,4150302,3,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,30128,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
744,Point,NY18-1745,1709136.227,1007701.599,2nd,576.942342,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15450278,-74.185399,44.746094,Fishpole Outlet,8/1/2004,Medium,970125,3.634589,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Fishpole Outlet,4150307,2,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,24526,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
745,Point,NY18-1746,1665616.899,909833.3736,3rd,550.240877,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15494274,-74.994074,43.977266,Middle Branch Oswegatchie River,8/1/2004,Medium,976656,1.367087,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Middle Branch Oswegatchie River,4150302,3,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,30468,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
746,Point,NY18-1747,1640527.369,1009200.643,4th+,607.526017,St_Lawrence_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15476207,-75.028229,44.89679,Grass River,8/1/2004,Medium,977224,4.243673,4.1503E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Grass River,4150304,5,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,27719,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
